BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L1_DCACHE_ACCESS,L1_DCACHE_REFILL
1024,230319.08,160793760,429896853,129837480,79069
1024,179475.67,208070590,558651276,167737775,6356
1024,177820.74,208141128,558633554,167732098,102987
1024,178675.99,208218814,558624993,167728087,90456
1024,188252.62,208589975,558764917,167606538,91306
1024,183965.02,208691770,558744820,167843459,90271
2048,361376.49,108461147,287291260,88020973,78743
2048,364098.46,107856127,287110046,87992603,3317
2048,362859.65,108314851,287034164,87947504,89324
2048,329875.00,108380300,287132593,87932296,59342
2048,327848.76,108022719,287276194,88010203,46523
2048,361254.46,108074796,287115410,87985841,44290
4096,655407.31,54997972,145780247,46510787,70698
4096,697426.78,55112135,145739405,46531432,43831
4096,692321.30,55102541,145636086,46444293,29627
4096,583551.97,55457521,145686403,46495513,50197
4096,533525.15,61439321,162314134,51375554,68808
4096,501102.40,66838719,177925037,55965643,87531
8192,861227.35,35673444,94494665,31322766,51221
8192,951756.85,37826887,94838108,31424622,49313
8192,939933.78,29865476,78380615,26584510,67516
8192,957530.34,29854360,78382732,26575556,43646
8192,1069611.57,29715950,78368278,26585390,25738
8192,948788.82,29854472,78369148,26572528,52094
16384,1550886.61,16897504,44287476,16551276,67065
16384,1636595.99,16985246,44282507,16543186,111831
16384,1406079.38,17527388,45128356,16781997,87502
16384,1477268.10,16969874,44310864,16548608,83384
16384,1580254.90,16962806,44290104,16549543,89327
16384,1448209.76,16916120,44300579,16543106,97007
32768,2267456.36,10791627,27259204,11522736,214390
32768,2263424.91,10797778,27268399,11527849,210588
32768,2100185.63,12281669,31298281,12719889,220463
32768,1986752.87,12318774,31313975,12723933,221322
32768,2115183.21,12210981,31290710,12709241,212347
32768,1995279.53,12272067,31304464,12721190,247831
65536,1791059.89,13672052,32712116,13079507,560380
65536,1895205.68,13644711,32713107,13082175,564191
65536,1784837.99,13674719,32726778,13083100,551002
65536,1916308.99,13628944,32710803,13078018,547891
65536,1855918.84,13397084,31894783,12839934,555841
65536,1853679.32,13446189,31871834,12832671,560017
131072,2035641.88,12029458,28612136,11880289,509471
131072,2026554.13,12081498,28621027,11881585,517870
131072,1969311.45,12382418,29362648,12114027,535094
131072,2156689.60,12103265,28601708,11871546,529839
131072,3158822.34,12309338,28613101,11876801,520094
131072,2008469.23,12131927,28619957,11881177,514046
262144,2139567.09,12384681,28626192,11889459,484058
262144,2084917.05,12286761,28605633,11884968,479639
262144,2097143.75,12431916,28985425,12006987,478592
262144,1993113.01,12284097,28593119,11879912,479779
262144,1942965.00,12644415,29115553,12033878,479658
262144,2091363.27,12488892,29113065,12032833,478141
524288,1956404.19,14013983,29351855,12107116,510078
524288,2365978.69,16173067,29421052,12129806,514310
524288,2779575.24,14093732,29178246,12062712,504254
524288,1923972.61,12719192,28792075,11942065,505732
524288,2217879.53,13589824,29182406,12064782,507691
524288,1898230.79,12890616,29172177,12062244,506565
1048576,1572237.30,15575939,30315856,12399064,528080
1048576,1639604.38,15861882,30770329,12544703,527251
1048576,1652765.78,14781861,30307968,12396656,522408
1048576,1707650.30,15272469,30300817,12394650,522852
1048576,1538317.72,16960919,30771782,12543831,531047
1048576,1284540.35,20220708,30733845,12532020,537731
2097152,786837.96,36901533,35366049,13923848,564709
2097152,799893.30,46443213,35415989,13937120,570886
2097152,859407.72,33838246,34899206,13773897,566203
2097152,834539.50,36054750,34871083,13764957,566677
2097152,904551.12,30156101,35340938,13912990,563200
2097152,861015.16,35532700,34911478,13777255,566973
4194304,661026.34,47231926,44503887,16655114,614385
4194304,685549.50,44579212,44540544,16666600,611345
4194304,671626.82,47727206,44008246,16496331,612179
4194304,686973.49,50157248,44357744,16607462,614070
4194304,575648.75,53320154,43963418,16487281,615479
4194304,631360.05,45315093,44299428,16594611,614494
8388608,640546.89,53226474,62530114,22036318,690365
8388608,516418.60,62200731,62583310,22062300,700822
8388608,543065.65,60651045,62211734,21937122,695364
8388608,572007.03,55995308,62227844,21935005,700310
8388608,583346.39,53380472,62726272,22099256,699267
8388608,659659.10,47619571,62485226,22023197,696289
16777216,510148.99,62584750,99133748,32969721,856699
16777216,501895.38,65022201,98850557,32872078,861215
16777216,499276.92,65740341,99013993,32940474,863217
16777216,505629.93,65557117,98625711,32811813,858218
16777216,601454.72,55215659,99137306,32968813,834569
16777216,600602.97,53217993,98668069,32825114,832800
