BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L3D_CACHE_RD,L3D_CACHE_REFILL
1024,318680.09,115568254,251253090,646169,15412
1024,292044.52,114285781,256866900,620078,23782
1024,345849.87,111118451,250321016,626649,5452
1024,320846.53,113457403,252884976,635270,15536
1024,279270.71,113424356,254669608,636321,22791
1024,334617.84,111735015,251909410,632966,11482
2048,367085.46,68877021,148466658,552080,45099
2048,553840.81,60592288,142424557,463857,6307
2048,558999.14,60068789,140333729,453866,1829
2048,548347.93,60726908,143429811,488886,7463
2048,554480.47,60772705,142767185,471284,2577
2048,569526.68,60962597,145216189,514187,3553
4096,811658.40,36060136,76858828,549119,52368
4096,488736.02,40795703,81230216,547293,55104
4096,624061.00,42301366,78448165,598643,99416
4096,631797.89,40251196,82346811,554222,93817
4096,654651.19,46013249,78213952,717750,135960
4096,603411.38,48581843,77752199,550639,86336
8192,764040.60,25369473,46934491,415483,56626
8192,564030.36,28074720,48569190,335394,67229
8192,791641.47,32465001,45745753,515920,95979
8192,498812.02,27998085,47739240,376520,81202
8192,547569.06,35074590,48493714,383807,87865
8192,655072.42,40278821,45467250,506306,100096
16384,887456.01,25400883,25695978,449590,71728
16384,1215768.84,18512980,25154684,412359,49638
16384,1368096.19,19270958,25295281,391543,44099
16384,1576025.92,15614892,25415257,424846,47348
16384,1338352.82,17907597,25432205,430867,46972
16384,1036891.42,21284629,25712374,421683,57972
32768,2291874.69,9803570,15624066,487084,20964
32768,2838041.69,7823296,15870507,460833,9217
32768,3155841.16,9105198,15690031,489569,13627
32768,489972.22,18410187,17142547,569399,76394
32768,994314.29,12350496,17346419,305821,32950
32768,2401220.42,9232061,15659324,485541,22882
65536,2537105.39,9964245,17849914,526354,22742
65536,2679421.41,8884710,17497304,517926,20713
65536,2536341.82,9770758,18542171,554302,33943
65536,2600263.02,9580551,17836955,523680,24399
65536,2403921.67,9742471,18496656,560440,36549
65536,3638945.62,10332451,17982964,532065,27677
131072,2484015.96,9116372,16449617,571618,21923
131072,2866519.57,8373531,15871302,540164,15558
131072,3272318.90,9234432,16191640,563300,17394
131072,2798666.39,8625975,16412640,548064,18060
131072,2749688.19,8370601,15923724,526662,10464
131072,2680484.92,8482453,15914910,541283,14849
262144,2790642.63,10781028,17323215,581341,20491
262144,2372871.22,9634780,16675835,598357,20917
262144,2338767.23,10432527,17908448,647324,46274
262144,992549.53,25294702,17698872,744901,113778
262144,2729111.13,8558115,16256192,561057,14610
262144,2636574.29,8574231,16206200,564156,15577
524288,1276717.18,17661265,17570807,734562,94206
524288,2553492.92,9014815,16287955,658318,21142
524288,2456135.34,9402069,16684366,666436,33123
524288,2438924.23,10501263,15979598,656891,32641
524288,2533661.33,9650485,16622378,671994,31294
524288,2831248.70,9599611,16418654,646195,30002
1048576,2100699.49,17297756,18634302,756838,85995
1048576,2071231.39,10358986,17317900,704748,36663
1048576,2435882.70,10388865,17187211,688828,42522
1048576,1639780.44,18964420,17030834,697515,74220
1048576,2167240.54,11379336,17862411,720050,50803
1048576,2343407.01,10540146,17470315,698050,36719
2097152,1203473.13,21506385,20032799,713073,115498
2097152,1719023.87,14151975,19755733,726245,87138
2097152,1236192.75,19408490,20226684,729412,128306
2097152,1151617.27,20660953,20104144,715619,121174
2097152,1129088.60,21337739,20222732,722422,128390
2097152,904461.37,29376174,22077092,745125,173522
4194304,962171.61,29551293,26994291,779648,170946
4194304,986861.29,25562600,26153603,757706,158364
4194304,942026.27,29096438,26418552,759958,160744
4194304,1041233.16,35459878,27494964,801378,175749
4194304,1065716.94,25053440,26214608,766098,154776
4194304,892441.45,31957699,26797914,768972,169431
8388608,637792.55,49363090,39649565,853697,242648
8388608,628418.27,50460274,39332022,858614,245015
8388608,760234.80,38993613,39213361,857394,228270
8388608,695406.82,41827378,39305596,834200,234576
8388608,742920.16,46956843,38817680,791199,228791
8388608,701983.87,46207108,38925923,829149,230080
16777216,530102.88,60521293,63783137,964336,349757
16777216,539317.53,59796671,63734911,986404,331652
16777216,579668.06,59871778,63266021,1017885,323200
16777216,637033.00,55194590,63534428,1035575,299681
16777216,624030.63,52115198,62715962,1037291,291605
16777216,611054.68,52355008,62986807,1042554,291198
