BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L1_DCACHE_ACCESS,L1_DCACHE_REFILL
1024,973475.19,35882346,75296569,24363687,195000
1024,610645.07,38220744,83903160,26865520,180773
1024,631327.06,37648630,82287815,26422125,183138
1024,683284.03,37631882,80841975,25978383,179834
1024,760325.22,36496284,77985335,25155002,184130
1024,625090.87,37558714,82002943,26326531,166604
2048,789681.62,23722109,50779246,16997555,161179
2048,821768.32,23227367,49791581,16704941,152410
2048,1454108.90,19675023,40334890,13916617,123706
2048,1359144.71,19742279,40304992,13921148,142956
2048,840390.54,23386760,50276740,16863564,150615
2048,849285.40,23588912,50362435,16922777,143781
4096,754286.42,16642839,29927651,10755237,180070
4096,1035602.52,16577930,33858751,11907729,160118
4096,977467.26,17974235,37863603,13094034,167657
4096,913506.04,20334544,38459337,13297183,157154
4096,851985.05,18597291,38442471,13262641,154229
4096,800366.46,18935290,39587770,13600164,143904
8192,831705.09,17271663,34102601,11964325,175224
8192,879245.21,17750093,34858225,12349204,186148
8192,707618.86,18795620,34278866,12029076,188914
8192,785472.96,18613766,34170759,11988541,174043
8192,796588.96,18588732,34226536,12004767,176964
8192,829448.49,23786052,35996867,12835893,208108
16384,679015.29,20347138,31891381,11545833,259676
16384,756177.86,19412603,29922806,10719262,245219
16384,789532.91,20157479,32033388,11577872,260841
16384,744532.05,23134111,32262776,11677611,266786
16384,1011665.55,17841374,32603383,12013665,266809
16384,1344794.91,21065237,38903844,14552108,251381
32768,1158170.35,25002774,42477073,15924660,400143
32768,1081905.44,22587056,40584770,15308007,329127
32768,1067159.16,32651961,52689550,19627292,373254
32768,1135046.16,23494469,40554598,15288616,376771
32768,1123679.37,23774117,42553221,16014475,352282
32768,1136016.89,24246095,42255558,15845411,372919
65536,1118589.02,25486804,43292346,16294124,467772
65536,1028805.67,31313476,48934932,18308847,459638
65536,995987.79,22291866,38888993,14570650,447442
65536,970087.20,21978167,35635175,13301797,441242
65536,1100087.80,27937272,42937165,16072757,476875
65536,1193823.54,24745105,44737827,16858873,417194
131072,904798.25,16609149,26795001,9912648,438730
131072,873268.41,18582094,27772595,10282995,472094
131072,870887.37,17627451,26813519,9907889,456198
131072,875032.88,17026321,26508323,9774464,437626
131072,954684.86,16524334,26461203,9813878,460742
131072,875107.31,17877969,26552490,9802139,475970
262144,894963.66,17067304,26491909,9799476,443311
262144,892038.34,17636721,26518494,9800653,450305
262144,869394.87,17783463,27670439,10169289,436134
262144,854802.67,18592569,27604593,10117116,442578
262144,960327.20,17961524,26828125,9885075,423174
262144,844423.44,19718276,27243602,10000999,474626
524288,733904.40,23536611,28127788,10284658,463749
524288,782169.59,22037574,27765168,10167363,442343
524288,754280.54,23197810,28044013,10248014,456594
524288,830073.35,20743143,27683308,10155614,444428
524288,901520.58,22139125,27603270,10159985,454754
524288,1000569.90,23694342,28091962,10258089,461150
1048576,617695.70,32196105,29841721,10813537,469721
1048576,599936.57,33476082,28980215,10557643,462056
1048576,656707.87,31386166,29201393,10641564,450829
1048576,681194.82,32002329,29450863,10712906,461037
1048576,709570.46,36750053,28869271,10506893,459992
1048576,614019.69,33027344,29358853,10661808,470487
2097152,563618.47,39074301,33036031,11817325,469762
2097152,585922.23,44133783,32749989,11698920,477331
2097152,564025.59,38850166,32738218,11679904,481791
2097152,564504.55,39422629,33235070,11821076,466848
2097152,549044.08,39303065,32942151,11764741,453087
2097152,554696.67,37338853,32974776,11797181,475651
4194304,507488.32,42665872,38593602,13461834,479581
4194304,519896.41,43687179,39332457,13714222,486065
4194304,570615.63,44984763,39926714,13899368,470009
4194304,506374.93,44399111,39533042,13752973,488227
4194304,519183.68,41041337,38668772,13487213,473415
4194304,527522.96,40711327,39159018,13666901,460743
8388608,465115.84,46676542,51148602,17256455,479053
8388608,461663.45,45196390,51101152,17241936,490954
8388608,470794.31,48782161,51112985,17229092,493764
8388608,458072.11,49681183,51443034,17310787,496186
8388608,481275.96,47446635,51220270,17273704,499296
8388608,487209.23,51297650,51621109,17410487,507727
16777216,418989.14,52397266,76820862,25027631,519784
16777216,363869.67,61701747,76850268,25056785,531819
16777216,410973.00,59892172,76005868,24718032,541109
16777216,384866.23,57038250,75807782,24683827,548023
16777216,395299.39,58409547,75884000,24687390,522228
16777216,398251.06,56883206,76001488,24748078,536009
