BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L1_ICACHE_ACCESS,L1_ICACHE_REFILL
1024,91334.64,417452053,984601053,305852768,17461187
1024,95085.99,408866951,984580666,305475437,17437431
1024,93116.97,409828244,984420671,305477234,17427274
1024,93488.85,409015211,984551614,305760022,17392028
1024,93219.06,409451300,984454548,306094225,17435029
1024,92724.08,411476475,984572035,305970481,17422369
2048,179338.96,206418467,496995078,154003667,8727269
2048,179127.63,206388869,496783669,153980970,8727902
2048,155571.56,217095556,497116893,153986080,8780585
2048,163187.13,224102463,497643979,154317642,8756322
2048,180190.78,214034711,497532260,154467051,8761545
2048,180647.88,205978836,496716605,153920469,8708701
4096,321900.51,109798457,266337278,82587496,4401701
4096,324149.60,110187031,266329098,82655473,4416093
4096,352085.56,110036737,266394736,82514567,4403174
4096,336254.99,112563310,266880176,82770942,4448532
4096,353418.87,110124702,266409134,82718564,4442669
4096,357309.15,109928711,266371238,82633950,4407029
8192,692023.74,56755409,137845350,42517197,2208057
8192,572664.73,56748567,137903983,42592567,2205344
8192,574683.05,56914150,137937726,42536110,2216944
8192,578962.67,57113075,137945857,42556207,2219135
8192,689142.08,56962735,137915719,42541957,2206740
8192,683915.18,56949298,137844668,42467644,2206770
16384,953866.26,30400328,73672350,22521874,1108327
16384,904170.27,30395547,73678664,22535231,1103875
16384,1293181.67,30339781,73601864,22456149,1102657
16384,961095.81,30434910,73673742,22489210,1116500
16384,954140.97,30402579,73634724,22521192,1106740
16384,616943.81,30463104,73696768,22511339,1108301
32768,1411614.36,17364256,41544098,12504917,558352
32768,1415564.55,17316591,41559960,12456589,556526
32768,1415686.89,17404799,41582759,12448596,557275
32768,1566991.38,17346845,41520703,12482049,551396
32768,1417167.51,17290823,41530055,12500354,552102
32768,1513789.83,17247081,41510372,12415596,551716
65536,1641131.48,14924613,34569338,10293118,420739
65536,1689916.48,14900016,34498400,10257589,421488
65536,2202211.23,14828614,34396961,10225946,418271
65536,1909117.76,14957765,34510462,10293150,420606
65536,1754066.21,14989934,34563661,10303873,424809
65536,2512703.51,14940331,34479656,10241996,417213
131072,1613268.17,16040746,27693222,8180933,289996
131072,1786080.90,13637792,27508415,8120894,288839
131072,1715946.89,14834400,27529667,8133185,291930
131072,1772725.00,13786652,27637176,8157404,292151
131072,1792246.12,14301023,27380853,8078876,291500
131072,1691473.73,14417120,27390685,8064059,288268
262144,878160.43,32687453,26077814,7706240,238526
262144,927688.72,28645595,25958762,7646689,228549
262144,1188753.51,23119863,26007225,7655161,232453
262144,719499.45,40884180,26016908,7687784,236094
262144,1309601.31,19183178,25922686,7607710,219842
262144,928823.28,30442371,25997806,7653473,223980
524288,773283.92,37839997,25791866,7612072,197152
524288,673524.48,46085884,25823560,7604656,200637
524288,427756.75,68804270,26008990,7715868,219150
524288,436669.28,71931036,26331027,7846996,231748
524288,482138.96,78476516,25826704,7634003,206723
524288,431311.35,78277289,25861699,7608071,202050
1048576,344056.54,95281047,27536983,8186167,175808
1048576,357885.02,96112635,27589574,8195760,167767
1048576,360297.04,96238297,27529078,8178785,162579
1048576,372930.53,94066117,27428731,8130833,158114
1048576,363832.26,96037906,27447814,8112355,158252
1048576,346193.59,100352245,27547615,8180186,158579
2097152,330422.29,104785674,30624286,9183625,91242
2097152,336754.27,100873200,30745288,9207824,97465
2097152,332931.31,104500757,30520846,9116448,86545
2097152,329170.68,106715628,30661555,9196458,90976
2097152,319054.61,109784885,30566455,9188144,86433
2097152,319815.69,110805858,30780709,9238322,93032
4194304,294586.44,119544926,39969914,12126652,119766
4194304,290053.49,133852246,40072910,12168030,115228
4194304,284720.26,127635625,40235476,12250010,124372
4194304,286440.81,122433954,40247106,12221441,128138
4194304,278768.54,114361042,40454264,12303750,133491
4194304,289247.07,122146525,40277533,12206456,124037
8388608,242067.72,147666493,59054927,18168671,184139
8388608,203626.22,126581267,59015512,18167170,189878
8388608,188987.15,133387643,59067587,18239728,194131
8388608,229375.06,145736720,58874366,18111439,194481
8388608,285511.90,108931713,58874438,18160694,174384
8388608,309813.05,117595088,59171983,18226527,210214
16777216,219229.53,163622854,96402983,29910902,261521
16777216,247771.15,148187690,96368771,29938926,265963
16777216,249689.25,146935248,96426065,29902952,272442
16777216,244631.84,146132944,97013178,30157020,287983
16777216,276129.00,138112907,96333937,30023154,288251
16777216,244941.03,149412003,96609050,30004166,278981
