BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L2_ACCESS,L2_MISS
1024,439195.62,66407225,147844936,46037778,207306
1024,454112.89,67265718,150161848,46810062,231754
1024,440957.98,66343895,147325030,45859368,210795
1024,365861.27,70880681,147341681,45885541,210141
1024,262373.59,73495391,145837003,45393496,200571
1024,448681.82,62561432,143821723,44731541,181631
2048,557186.13,35198507,74765979,24086550,140656
2048,731094.60,35259118,84765987,27325753,218446
2048,740408.57,35190001,84052462,27110726,217037
2048,745905.45,35659239,85266131,27494168,220105
2048,718093.43,35901656,85862442,27687195,231899
2048,721611.11,36109248,85187972,27468787,218245
4096,1000809.20,22793130,52595227,17765419,204456
4096,287985.23,22752625,51434229,17383007,193642
4096,983352.83,22322970,51459726,17385552,194686
4096,986768.29,22068322,50886490,17210761,199813
4096,1017464.68,22118886,51211887,17305110,196826
4096,995093.15,22205044,51428581,17381102,197378
8192,1389177.22,15461969,34044983,12181705,183145
8192,1330969.06,15019619,33255395,11944937,181007
8192,312856.65,15421647,33484850,12000204,175781
8192,340125.08,15046885,33503381,12013397,169778
8192,2019521.61,15326991,33728392,12094257,173576
8192,2028337.40,15019220,33293830,11957404,166511
16384,1933435.87,11331944,24410225,9259161,170037
16384,1931144.33,11338861,24833269,9393806,158224
16384,2229599.85,11419462,24575906,9311902,160618
16384,2660765.32,11954191,24445050,9267876,165595
16384,1328455.09,18553028,22700047,8737866,182371
16384,1232098.17,19153457,22525911,8683953,170006
32768,1218638.49,15929814,15689712,6566851,172544
32768,1391731.82,14363250,18115448,7327519,168937
32768,1323421.57,15129426,16898308,6945257,164876
32768,1601715.66,13373717,18075158,7339319,166763
32768,1674917.02,12714158,19059960,7622321,167327
32768,1646918.99,13400881,18251840,7384211,161635
65536,2011207.87,8250079,15796746,6580585,166952
65536,2193280.42,8301027,17843001,7221853,170578
65536,2220250.38,8296813,17503035,7112544,166341
65536,2132675.97,8241865,17340667,7057620,168090
65536,2862132.02,8410840,16516675,6813805,164896
65536,1919155.66,10790333,16187447,6709975,176355
131072,2454873.55,7201890,14678781,6224262,149259
131072,2468579.66,7316617,14301544,6112581,150428
131072,2447979.39,7074429,14584493,6196422,148929
131072,293969.48,38240677,11510135,5300467,217976
131072,467384.25,36033138,9750726,4705081,196943
131072,226095.84,33153384,9818954,4759047,191887
262144,208227.80,26919203,11994845,5442395,203482
262144,286031.08,36316193,10434638,4947336,198378
262144,410182.46,30809182,10704162,5012987,192958
262144,285009.03,21971780,11442831,5268474,205150
262144,639205.47,19727968,9464590,4614323,188912
262144,681884.64,23074694,8501894,4295074,183721
524288,287956.95,38117095,12611695,5665830,201992
524288,349814.49,33732744,11089320,5144261,196849
524288,487958.98,37649172,12158217,5471932,253480
524288,2220150.20,9807594,11473260,5225502,155400
524288,2413093.12,9511010,11662236,5287263,154942
524288,2325726.36,9462385,11360321,5189406,153378
1048576,1098612.07,21131484,12039564,5387650,198868
1048576,1685446.77,15185807,11796520,5302056,168067
1048576,1041512.16,26505243,11656870,5258517,201485
1048576,1113716.60,25815415,12645083,5591833,206454
1048576,1098946.36,22989242,11709434,5274424,203141
1048576,1140829.99,21428554,12338361,5485619,197593
2097152,838982.50,28548489,15357026,6377224,213920
2097152,887533.11,33925629,16088264,6628286,213120
2097152,923992.35,29105132,15368273,6392491,213546
2097152,880910.67,31837647,15968879,6583966,214875
2097152,846776.39,34216664,16456912,6746766,227020
2097152,957158.99,27248292,15569231,6444791,215877
4194304,765295.37,37404823,22702033,8626248,261614
4194304,827688.88,33737710,22937710,8694802,254054
4194304,770581.70,37453768,22831827,8663681,256402
4194304,800929.58,35420881,22640272,8603484,256063
4194304,838322.75,33203428,21708589,8266983,248586
4194304,798998.43,35060158,22338850,8500627,253288
8388608,701429.18,46014987,35760710,12485382,343228
8388608,756752.24,36997601,34958688,12277167,324191
8388608,673987.40,43280488,36130197,12660795,332733
8388608,699851.75,40544306,35990108,12599449,337996
8388608,724783.99,40393639,34909673,12237738,331294
8388608,715834.64,41178239,35599189,12470607,337656
16777216,540921.78,65636487,60792117,19975642,461330
16777216,571677.02,53522745,61794196,20336982,488068
16777216,600404.27,52072442,61345027,20149066,483697
16777216,625404.02,60686431,62260638,20449193,489469
16777216,609527.95,56571750,61461362,20209896,490264
16777216,594494.30,59651658,60163577,19796252,486905
