BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,MEM_READ,MEM_WRITE
1024,490342.38,68036729,170755196,32017117,22289008
1024,492031.70,68036263,170751920,32025065,22293996
1024,557182.22,68213796,170749616,32019718,22311460
1024,443838.97,72272777,171096014,32098023,22349604
1024,375780.13,75826202,171128798,32098078,22346893
1024,299051.41,80244259,170977648,32084957,22331035
2048,389410.91,44965610,90216765,17622961,12750427
2048,385512.84,44331687,90212343,17619088,12743389
2048,343573.63,43840942,90208620,17617721,12752911
2048,260610.77,45239058,90330037,17646153,12768782
2048,354727.00,41471648,90226864,17620401,12747356
2048,735659.37,41388464,90146363,17632918,12722527
4096,1309962.70,19359570,49628183,10341861,7930022
4096,1450199.87,19419287,49591110,10325962,7913329
4096,1349208.77,19634459,49600487,10372464,7927783
4096,1287562.74,19394948,49614945,10336426,7924159
4096,1425686.05,19393772,49607196,10330237,7916396
4096,1361334.65,19405185,49622628,10335770,7920570
8192,2240330.04,17483558,46007983,9618652,7529940
8192,1453521.04,17535892,46074637,9627113,7541786
8192,1460004.42,17561001,46083939,9633618,7548044
8192,2050924.70,17498751,46067189,9627210,7538607
8192,1632603.66,17618970,46054822,9632906,7546436
8192,2192919.67,17847080,46042340,9618353,7537769
16384,1569777.40,17001113,44261206,9327635,7416105
16384,1624333.92,17152075,44271515,9362378,7542758
16384,1519509.72,16980788,44292293,9351311,7443414
16384,1457125.94,16780466,44289107,9325599,7422457
16384,1588614.30,17084935,44304347,9398089,7509590
16384,1519473.10,17146373,44297089,9347056,7505305
32768,2307615.46,16952940,43360668,9242746,7658946
32768,1571614.65,16885646,43405006,9253127,7627472
32768,1526088.45,16987697,43421258,9264890,7652055
32768,1548002.22,16868270,43374121,9242354,7670474
32768,2313123.87,16922003,43354334,9242255,7636014
32768,1597093.78,16831014,43384367,9247161,7636172
65536,1407825.16,17386192,43416567,9248846,7741950
65536,1508660.82,17294763,43404229,9234073,7721855
65536,1510646.68,17378299,43405351,9242204,7733720
65536,1392329.81,18287584,43439972,9251823,7737598
65536,1514235.45,17399920,43431126,9250237,7742616
65536,1460681.34,17440394,43421486,9241407,7731790
131072,1378343.33,17759066,43510239,9258210,7740071
131072,1981860.18,18095283,43484603,9253584,7745165
131072,1552252.44,17785343,43514231,9266772,7749682
131072,1379725.30,17737417,43508860,9259796,7742803
131072,1475868.65,17810300,43561671,9264380,7749197
131072,1471191.03,17835751,43532737,9263286,7752448
262144,1323316.94,19341354,44473013,9436815,7878939
262144,1357469.94,18683057,44485550,9436569,7877876
262144,1410509.26,18996563,44503411,9438691,7870682
262144,1379966.22,18992892,44497099,9426488,7868316
262144,2004204.10,19380042,44500218,9439818,7878827
262144,1310847.24,20727682,44494611,9441917,7873966
524288,1063492.66,29174633,45656880,9663036,8028022
524288,943729.70,30477284,45673165,9666348,8027045
524288,886341.69,31892007,45839427,9713358,8053252
524288,876701.63,33162131,45741306,9685362,8035541
524288,612971.23,36006446,46145866,9762034,8089622
524288,589296.31,38125052,45792922,9706286,8052144
1048576,476499.70,53247964,48340301,10169465,8381774
1048576,366765.04,61510397,48380555,10182103,8382218
1048576,555990.31,56566730,48136802,10126394,8343480
1048576,348607.91,53577783,48469276,10200914,8406133
1048576,402449.31,54620082,48146266,10129772,8349592
1048576,388651.30,57672798,48377291,10168983,8382016
2097152,274268.53,73063429,52819873,10961675,8948051
2097152,301902.23,70725724,53294045,11050932,9021046
2097152,268344.57,75383994,53121383,11019145,8992216
2097152,561679.07,56915341,52577169,10900347,8905297
2097152,288569.90,72787287,52991200,10998865,8969829
2097152,431335.55,77436468,52740030,10936281,8929577
4194304,367688.05,89224653,61995533,12578692,10127852
4194304,210951.28,81498831,62229019,12626516,10162955
4194304,307398.99,88593835,62136947,12606269,10144508
4194304,421591.84,88135778,62255549,12628573,10154542
4194304,264095.45,87138167,62198565,12616796,10161581
4194304,203479.91,96846239,62278371,12635866,10170602
8388608,231633.11,118572481,80561214,15836431,12506706
8388608,312139.08,105940169,80409553,15813149,12481621
8388608,183657.82,100391035,80792988,15880384,12542267
8388608,193724.30,106900609,80943962,15930403,12558933
8388608,292913.76,118779937,80414660,15810273,12482575
8388608,294054.94,128858703,80423846,15812980,12478640
16777216,249113.72,144050244,117364296,22296735,17218473
16777216,247445.62,142913876,117269485,22277744,17209557
16777216,246865.05,143365865,116950262,22238596,17162588
16777216,237905.36,147010785,117298375,22285177,17199508
16777216,232303.06,139662370,117010405,22257782,17169582
16777216,242093.43,148068715,117220712,22270009,17183240
