BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L1_ICACHE_ACCESS,L1_ICACHE_REFILL
1024,324943.93,107614589,250593094,80900672,291061
1024,323990.04,107157402,250539544,80858598,283399
1024,323171.22,107278530,250285376,80777154,279607
1024,324513.62,107239352,250440977,80810931,286314
1024,326285.98,107109414,250795511,81032022,286328
1024,330905.03,107148453,250331946,80828731,280735
2048,509292.52,61604379,146034277,47342405,125980
2048,544774.90,61294152,144444837,46858230,119620
2048,554680.37,60758544,142060639,45987901,110447
2048,534375.91,61335988,145024368,46956096,119199
2048,547841.62,60301013,142590139,46284892,122961
2048,623640.40,60554271,140735620,45597404,104131
4096,823872.44,35707623,76655994,24425139,113838
4096,797404.33,38612888,77663885,24768801,113493
4096,788236.95,37904892,77689284,24826310,119360
4096,796770.87,35920143,77627583,24805846,121679
4096,791979.32,37929313,77564466,24771150,118747
4096,795398.48,37651178,77592662,24808775,117570
8192,1308853.89,19545296,44650009,14129562,84194
8192,1428570.88,19339711,44254996,13969605,84016
8192,1472029.48,19194221,44540630,14114945,78387
8192,1390682.36,23078832,45644594,14403631,118340
8192,670163.25,27166316,48088489,15152264,262088
8192,922441.59,23928590,46349523,14649650,180974
16384,2219454.86,11598387,25101265,7815636,58624
16384,1196667.25,19632902,25221911,7892631,69196
16384,783222.50,17531568,27337253,8478270,166630
16384,775340.85,19353943,27611363,8592014,179791
16384,661936.36,18749121,27447789,8531694,175046
16384,767564.26,17268090,27553232,8542779,185559
32768,1206889.41,9319679,16482109,4999100,100548
32768,1071488.72,11904075,17162998,5213541,100357
32768,992699.85,12838604,16739816,5073109,104280
32768,1182675.20,9917075,16664878,5071620,100860
32768,784593.04,13832284,16890728,5155784,124567
32768,1418033.85,9866485,16267249,4940247,89940
65536,534429.80,20827811,18974171,5925841,123452
65536,390363.93,22057735,19517690,6186346,164729
65536,1046160.45,13926496,19019466,5820749,100944
65536,647248.89,17098378,18975598,5860916,117725
65536,1002305.19,13141479,19343618,5925049,104674
65536,1971584.92,12224452,17747146,5479611,43277
131072,2527191.19,8636485,15805438,4832302,35285
131072,2516323.65,8993343,15544302,4760091,27991
131072,2181621.01,10163679,16051784,4882684,26823
131072,2576125.72,9109775,15604344,4745702,30748
131072,2386974.20,9771470,15259725,4630480,20099
131072,1387087.02,16145347,15506811,4756138,28962
262144,2216874.22,10673220,16231191,4967004,36530
262144,1194297.50,20377248,16357929,4992689,40327
262144,2605930.32,9024504,16072977,4925370,35048
262144,2602619.03,8932478,16000730,4883008,34861
262144,1488984.71,10682980,16619551,5134227,75202
262144,2573810.05,8903838,15822342,4819799,30888
524288,2447729.90,9843141,16045149,4912391,29495
524288,2588562.04,9557420,16072132,4949003,30222
524288,2252545.86,10094656,16024412,4918651,28284
524288,2373806.80,9727690,16126150,4970777,28845
524288,2111463.25,11031846,16383827,4980541,30066
524288,2512215.33,9313137,15934559,4830631,26492
1048576,1992156.93,12425579,16830557,5087689,24824
1048576,1436419.75,16583908,17076742,5227792,38551
1048576,1492805.90,15898808,16919271,5127643,27722
1048576,1250476.05,19955714,17344768,5318497,48980
1048576,1498284.17,15142190,17413597,5318961,32098
1048576,1240030.31,23574788,18187311,5567542,61339
2097152,895631.25,28100167,20567430,6356243,74095
2097152,624917.89,36325506,21293030,6605548,97990
2097152,707862.59,36202656,21291410,6564355,102755
2097152,664461.82,37585538,21242644,6573701,97017
2097152,651038.19,36587991,21132566,6529475,94912
2097152,672903.97,35633651,20845683,6449515,88754
4194304,623649.64,42883994,27101271,8434067,114035
4194304,621876.46,42111103,26914970,8346112,111804
4194304,714080.22,45592274,26331312,8131333,65896
4194304,763688.43,38260092,26140249,8115346,59800
4194304,599066.96,51779433,27086475,8433541,100728
4194304,739804.09,43114525,26137649,8062109,57504
8388608,596061.32,54110972,39194606,12219908,128870
8388608,588377.93,60151037,38929350,12136047,98795
8388608,558288.34,57523436,38649951,12013436,105855
8388608,592096.61,54699268,38483106,11999335,90422
8388608,552166.78,56505596,39009420,12134269,115237
8388608,571457.19,55589831,38680313,12003998,102509
16777216,473486.64,70177045,63380495,19846828,181749
16777216,430437.56,74009501,63705139,19943020,193937
16777216,468927.79,63782964,64584911,20186442,233400
16777216,444172.24,79421593,63651158,19901920,183199
16777216,443203.00,81451789,63484282,19855293,174146
16777216,447308.70,70715884,63750648,20017349,197993
