BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,MEM_READ,MEM_WRITE
1024,326838.44,106921078,250218793,44318171,32479433
1024,321318.23,108088958,252046939,44643111,32728261
1024,345590.09,107365811,249923789,44246805,32422100
1024,322738.14,107210421,250517797,44363846,32520229
1024,324450.95,107190330,250502443,44369769,32505271
1024,338699.50,107290795,251018796,44465259,32574167
2048,543591.76,60621098,143033945,25371860,19238513
2048,532418.86,60799035,143434856,25456264,19274255
2048,543528.98,61592444,146111464,25917529,19625950
2048,541725.21,61573507,147418736,26116832,19787840
2048,547107.54,61549916,145763126,25837239,19563817
2048,632885.30,61915637,147163614,26085236,19743272
4096,792693.26,36923268,77544444,14076737,11167569
4096,855228.95,39359977,77521507,14074146,11164149
4096,883773.64,37752618,77872073,14078717,11205950
4096,828512.38,36214071,77181388,14008456,11121419
4096,823932.32,36389379,77812147,14103993,11205551
4096,737692.65,43381142,77764417,14147732,11198230
8192,1293701.95,20645045,46289845,8442181,7318485
8192,1375870.32,19865479,45225926,8262099,7175691
8192,1402431.93,24568916,45611623,8344421,7230360
8192,1343141.76,19749855,44972785,8222436,7143097
8192,1388981.76,19931094,44523351,8140864,7082875
8192,1880434.42,20670768,44993112,8241495,7157314
16384,2192395.51,11462410,25087449,4704083,4670282
16384,1914277.37,12319948,26120186,4889897,4801807
16384,2246751.27,11329419,24896469,4679173,4641140
16384,2104652.23,11315790,24949810,4687424,4652265
16384,2045781.20,11621823,25163783,4727969,4678431
16384,1990391.42,12179284,25631810,4809520,4744615
32768,2886081.23,8562753,16157314,3144215,3559506
32768,2629146.93,8348797,16886013,3260273,3647346
32768,3155818.51,7340431,15560139,3044553,3485525
32768,2822352.28,7738376,15913218,3096725,3533033
32768,2611630.71,8437960,16401708,3184261,3585875
32768,2871580.41,7669541,15699621,3060352,3500604
65536,2566545.14,9037235,17575407,3407946,3775583
65536,2674125.02,10534675,17921890,3469776,3823301
65536,2440673.58,9481202,18179494,3506464,3851881
65536,2504484.95,9775583,17903688,3464190,3816332
65536,1997536.49,11790168,17256085,3348134,3742298
65536,2498663.98,9345590,17756306,3433072,3798182
131072,2533219.14,8917056,16424653,3198876,3632356
131072,2377992.61,9556577,16968381,3291702,3703218
131072,2869987.85,8289159,15892751,3106111,3561762
131072,2675485.60,8388561,15873237,3106773,3558953
131072,2645794.02,8694116,16233553,3179290,3607853
131072,2752230.32,8769334,16317214,3178428,3611922
262144,2225701.06,16242447,15911048,3104999,3570154
262144,1932917.96,12940639,15466425,3015693,3510993
262144,1509274.71,16553670,17593090,3378368,3784408
262144,2534527.54,9300703,16187069,3158070,3603825
262144,2616088.60,8785040,16582480,3222701,3656393
262144,2491819.17,9027836,16118937,3144068,3591845
524288,2837505.43,9163126,16397831,3192712,3635347
524288,2800190.79,9546311,16494673,3208164,3646392
524288,3314810.40,11195749,16330120,3171968,3632274
524288,2903395.06,9404796,16521651,3210760,3650881
524288,2534607.14,9543087,16653231,3242729,3665908
524288,2527136.19,9023560,16441330,3198356,3638432
1048576,2252674.93,10783098,17818422,3434903,3823990
1048576,2102835.11,11386248,17813603,3437931,3821881
1048576,2183697.66,11056406,17424642,3354340,3770854
1048576,2088159.23,11955307,18856775,3606944,3951196
1048576,2339239.77,14720953,17203928,3331284,3740549
1048576,2302757.89,10925902,17522992,3375794,3783633
2097152,1626269.30,15721917,20454787,3872959,4167327
2097152,1551365.97,16946691,20326049,3860039,4152798
2097152,1333437.58,17150132,20991328,3973035,4230998
2097152,1630197.59,15309081,19842748,3771114,4088451
2097152,1020485.37,27856878,20658323,3933683,4202098
2097152,1592363.01,17090365,20501585,3878335,4168557
4194304,1043135.25,23463287,26138609,4870646,4912834
4194304,867767.23,33699871,26442555,4935682,4952267
4194304,1040984.86,24883870,26594133,4961063,4980359
4194304,1131499.84,24286275,27196064,5049598,5046805
4194304,1076167.93,25796310,26296667,4903995,4936278
4194304,1001713.35,33274163,26651858,4976363,4982580
8388608,824449.51,35585452,39147529,7130001,6632692
8388608,822334.52,36057934,38636071,7055722,6562500
8388608,796456.60,36775295,40364080,7347339,6786335
8388608,850838.04,34480119,38452605,7016141,6546340
8388608,818956.26,34390066,38408560,7011909,6532324
8388608,836809.75,34630290,38540518,7034135,6546374
16777216,607557.46,52819211,63260268,11320521,9780460
16777216,607223.44,51187324,62979707,11284378,9787898
16777216,607817.04,52592874,63289130,11325109,9784914
16777216,612037.73,52249301,63204866,11309472,9817266
16777216,620601.64,51350279,63245220,11325032,9823309
16777216,613527.00,56480079,63868566,11444722,9902035
