BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L2_ACCESS,L2_MISS
1024,228004.35,161252366,430204332,129920371,10677
1024,239533.80,161653351,430071357,129898490,8605
1024,227060.01,160604237,429811114,129771794,5580
1024,228200.35,160671115,429795186,129801885,4538
1024,228022.67,161037974,429749160,129918905,5226
1024,230092.31,161054499,429834715,129817707,7909
2048,338522.93,106098297,284440666,87153226,50638
2048,327765.64,108235315,286903571,87942498,45767
2048,332027.65,106080355,284545530,87171521,13835
2048,321880.13,107872314,287152945,87981975,3879
2048,318755.06,107909872,287160297,88023191,39778
2048,342071.21,107867700,287120861,87954897,3531
4096,588653.80,54956618,145726380,46484187,39795
4096,665135.35,55220166,145692925,46501186,25248
4096,583839.72,55108876,145687326,46460318,105403
4096,600963.87,55039347,145669856,46478499,24195
4096,585434.07,55066805,145706301,46494532,44363
4096,598836.53,55146221,145709240,46496502,66780
8192,1306315.01,29928370,78359680,26607974,82595
8192,961262.60,29711560,78414664,26596610,64005
8192,955268.79,29661039,78410872,26606209,40364
8192,971568.45,29728785,78393295,26592234,50843
8192,1110778.53,29781340,78364761,26570510,76002
8192,934592.40,29785964,78347628,26567032,79051
16384,1591619.77,16838776,44302076,16539756,80995
16384,1503327.72,16802911,44315465,16548494,89464
16384,1451456.79,16882787,44301584,16543495,81841
16384,1544245.43,16821749,44313508,16544905,76902
16384,1454073.68,16853544,44288102,16540058,109208
16384,1646775.61,16861431,44337069,16553429,83553
32768,2574525.53,10768794,27267009,11523824,257703
32768,2275409.61,10753249,27261989,11524225,222854
32768,2319323.37,10774875,27280666,11531329,211260
32768,2300268.12,10762760,27287124,11531390,201240
32768,2433313.64,10851193,27291305,11543191,236140
32768,2376687.16,10736321,27247392,11521935,247004
65536,1875884.35,13295630,31918650,12847575,492963
65536,1827111.13,13365793,31899344,12842661,531689
65536,1925952.76,13359535,31917347,12848540,533281
65536,1825640.90,13372192,31915973,12845863,545880
65536,1935525.42,13384125,31904745,12852252,523251
65536,1885800.51,13778595,32214604,12929865,571176
131072,2032026.73,12043382,28606089,11878035,501184
131072,1941765.75,12605217,28617157,11881247,520150
131072,2142913.61,12578765,29233503,12059962,512104
131072,2366806.78,13081949,28598585,11875105,526938
131072,3072712.32,12100391,28592255,11871070,505520
131072,2194618.11,17843919,28616196,11878042,530664
262144,1990560.33,12288750,28611331,11886463,464922
262144,2010106.65,17799650,28609794,11888083,481244
262144,2054039.40,12296945,28641409,11894064,461171
262144,1909356.25,17980601,29027701,12025951,478753
262144,2630988.68,12365615,28618762,11888650,463418
262144,1917641.28,17581169,28989500,12008581,487619
524288,2071671.40,12868278,29048605,12022694,501246
524288,1892617.88,18967045,28558234,11877661,512553
524288,2650187.14,12808325,28934990,11994457,486678
524288,1763055.54,19720806,28565651,11877527,519300
524288,1959474.99,12470446,28573051,11877116,484507
524288,1465655.20,23914576,28965094,12004289,521123
1048576,1870043.76,13695868,30703735,12524825,499907
1048576,1448797.03,24702590,30714133,12527724,524966
1048576,1747800.40,14005685,30340586,12407805,501729
1048576,1302840.87,27320345,30337083,12407710,534441
1048576,1918955.53,13348005,30300810,12394240,496921
1048576,1130755.68,30218435,30772456,12549506,533765
2097152,1434165.79,17169463,35280481,13893562,525223
2097152,1016343.60,35229950,34845053,13755574,559133
2097152,1016118.41,30237501,35388671,13928557,559863
2097152,1280270.08,27243959,34866826,13765611,553649
2097152,1265698.29,21218074,34851639,13754559,548022
2097152,959874.38,37554580,35428373,13945682,560936
4194304,992548.97,29720880,43849064,16446780,596402
4194304,914314.49,30416701,43926007,16473655,595407
4194304,819186.97,36528185,43866762,16453795,601712
4194304,863862.22,33899954,43900297,16467103,602351
4194304,929654.56,38773961,43817874,16437347,601777
4194304,873942.57,33659824,44405172,16622877,601020
8388608,753816.93,38661325,62292131,21957932,681759
8388608,672508.14,45757736,62411392,21988537,683329
8388608,690293.10,44071131,62449885,22006876,680073
8388608,688016.46,51014474,62641311,22067260,689464
8388608,721645.09,44504166,62727041,22085037,677944
8388608,625308.92,49665221,62451695,22012247,688243
16777216,539991.19,61631112,100069973,33235678,867991
16777216,498389.04,76887566,99333338,33038954,877558
16777216,524196.14,66447779,99064719,32944641,829821
16777216,543574.89,63504916,99077047,32951648,859086
16777216,506934.31,64002338,99006866,32924993,857810
16777216,538033.97,62480309,100349946,33330521,861660
