BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,MEM_READ,MEM_WRITE
1024,79763.17,480138550,1105270274,211746150,136143843
1024,79559.31,481162346,1105352826,211891136,136215436
1024,79545.51,479862759,1105302330,211855052,136249467
1024,79553.36,481213101,1105242689,211851069,136272914
1024,80483.85,480495838,1105230499,211948955,136136811
1024,79435.51,480786640,1105267661,211954599,136250899
2048,155224.15,241818894,557155235,107557440,69686562
2048,155075.43,241887446,557440618,107642956,69723112
2048,155853.30,241256857,557419730,107552532,69660700
2048,154510.14,241730231,557421949,107612826,69748067
2048,155764.18,241662224,557157175,107523061,69687131
2048,157092.40,241880689,557175115,107496239,69722516
4096,281246.43,127618574,296585888,57662644,38037973
4096,279505.06,128548708,296656933,57837587,38119178
4096,281919.19,128348736,296657996,57954517,38326893
4096,283588.58,127924029,296618864,57775130,38066324
4096,280324.94,127691063,296623949,57686721,38054495
4096,284996.92,127908348,296630861,57672371,38084713
8192,509449.03,66151230,153067340,30530223,20698280
8192,502603.96,66015346,153070334,30526087,20672716
8192,561922.31,65917757,153051875,30487924,20683659
8192,512990.13,65751906,153073587,30500218,20629034
8192,515320.07,65944944,153012804,30492951,20637008
8192,500491.21,66004593,153094660,30485497,20659009
16384,1000018.99,35599780,81269566,16898131,11936469
16384,859060.41,34925679,81255241,16889938,11936564
16384,904929.97,34961706,81304784,16958152,11995983
16384,829807.18,35025422,81236193,16927677,12000415
16384,802528.74,34880855,81254606,16894597,11952747
16384,852418.35,34872990,81287671,16905507,11943773
32768,1344035.64,19514094,45383993,10139843,7599644
32768,1249278.05,19551784,45363145,10136536,7613694
32768,1294971.18,19559120,45400238,10123755,7601183
32768,1351967.47,19558549,45359080,10140137,7597836
32768,1377082.27,19666797,45365274,10153594,7625770
32768,1290711.02,19630275,45399179,10136594,7608022
65536,1554041.33,16738988,37430902,8650503,6654114
65536,1470702.39,16634480,37393528,8645118,6643806
65536,1565513.26,16731267,37491368,8677705,6659049
65536,1544036.44,16742015,37603280,8695980,6677891
65536,1553882.92,16728366,37368206,8644144,6636853
65536,1611496.14,16592501,37354313,8632770,6639633
131072,1717728.59,14199344,29535704,7175744,5699899
131072,1812761.41,14033465,29472308,7162550,5696500
131072,1732603.56,14423482,29730425,7210805,5729346
131072,1782621.57,14006650,29447130,7156280,5691507
131072,1812887.51,14067558,29442847,7166242,5690668
131072,1822548.90,14104554,29425679,7159773,5691072
262144,1746299.65,13997350,27472664,6742298,5455793
262144,1833684.34,13892571,27484679,6757850,5460932
262144,1830478.59,13511646,27455935,6743208,5456645
262144,1996442.72,13119510,27469165,6738433,5457763
262144,1730898.34,14575908,27555299,6769831,5469805
262144,1696145.57,14378350,27494606,6755998,5460808
524288,1265548.14,21328678,27072148,6696871,5429665
524288,1170560.32,21804253,27030486,6690879,5428474
524288,1134210.82,21684678,27045089,6699629,5428597
524288,1175757.52,23189205,26992317,6683605,5416824
524288,1216983.64,21417172,27101676,6701586,5433819
524288,1230812.13,21720351,27065867,6698504,5428726
1048576,981933.23,27224474,28430390,6920598,5624309
1048576,998333.75,27784927,28533749,6944016,5639756
1048576,753962.57,47492879,29254543,7088681,5736824
1048576,955994.61,29112385,28440425,6932905,5633444
1048576,980232.74,32206860,28537987,6942782,5642938
1048576,983943.52,27532916,28478715,6929780,5633531
2097152,811268.38,36457409,31652444,7462204,6073592
2097152,826151.83,36424858,31726451,7472179,6077902
2097152,835682.09,34871762,31541313,7439548,6059236
2097152,814645.48,36339700,31752305,7475501,6080449
2097152,807945.65,38379002,31655140,7461377,6074042
2097152,781047.58,38874411,32066983,7541645,6110790
4194304,704717.01,45524671,41273455,9138805,7340377
4194304,712589.51,43648466,41384610,9157541,7352784
4194304,699029.89,44013596,41057495,9089365,7308736
4194304,699553.92,42369374,40990951,9091685,7305340
4194304,704079.87,55134989,41310674,9149118,7339924
4194304,644915.80,50293389,41419869,9169021,7358148
8388608,606955.07,51812456,59813274,12349583,9787721
8388608,656760.09,55558511,59597050,12319293,9759336
8388608,589172.44,51779038,59548907,12311555,9763754
8388608,603140.50,51706469,59476803,12292152,9749569
8388608,587156.47,51340132,59600261,12313722,9767318
8388608,589495.12,53513267,59770487,12349166,9785719
16777216,486421.70,67895869,97221723,18827723,14730004
16777216,530684.06,66696139,96880520,18768909,14704126
16777216,506163.61,65989237,97196091,18825217,14735899
16777216,508112.74,65532617,97097484,18803802,14731641
16777216,490241.15,69040900,97026115,18800789,14718769
16777216,502881.25,66077687,97277091,18834361,14754336
