BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L1_DCACHE_ACCESS,L1_DCACHE_REFILL
1024,228144.83,161068323,429326857,129706928,85108
1024,180609.37,205750988,552178454,165920840,5978
1024,226020.22,160960794,429342223,129830283,88815
1024,178924.81,208321436,558441992,167720663,6654
1024,225111.50,161060872,429376865,129709459,3727
1024,228918.34,160381290,429457877,129742586,5084
2048,333504.47,106622711,285409847,87461815,5510
2048,333037.49,105897420,284074907,87053842,3677
2048,355961.08,108107874,287304636,88045496,4416
2048,330343.19,105980066,284157749,87097596,5776
2048,332280.48,108173823,287116294,88044472,3641
2048,337580.46,105679386,284062127,87026990,3659
4096,577545.04,55094411,145918467,46547833,4184
4096,582665.37,55320930,145979892,46567139,45945
4096,567048.01,55282496,145971123,46569846,82671
4096,504198.57,66815098,178223681,56059049,17541
4096,573532.69,55570880,145903274,46569329,101628
4096,589164.08,55211897,145898803,46529465,28287
8192,947285.46,29737848,78451407,26613813,50252
8192,985128.59,30020206,78523565,26635382,62307
8192,880674.21,32182031,85136150,28579905,31398
8192,942019.61,29837721,78514761,26629545,49493
8192,1017178.53,29769449,78480092,26643725,33438
8192,970740.80,29723391,78418403,26594671,44695
16384,1841863.77,16909495,44348641,16564588,98912
16384,1456978.35,16819307,44350696,16556234,118106
16384,1448989.51,16876677,44359389,16569923,63542
16384,1534725.01,16894071,44368072,16566779,100879
16384,1515043.32,16866473,44364834,16564809,78672
16384,1246215.05,19843820,52456435,18942986,87982
32768,2358735.76,10796250,27285599,11533972,254309
32768,1998673.48,12245416,31326642,12729941,232202
32768,2274122.60,10744659,27287824,11535083,202835
32768,2257762.76,10796211,27309980,11537952,231078
32768,2087371.33,11689493,29818644,12287322,190562
32768,2257192.66,10801946,27295968,11531424,241478
65536,1892048.75,13781614,32797743,13116524,520892
65536,2210823.53,13866184,32782621,13100760,536555
65536,2813467.50,13910206,32760824,13099917,546503
65536,2585387.24,13545600,31970888,12863046,534828
65536,1836804.49,13849525,32744926,13103432,551484
65536,1919931.46,13477003,31970913,12868050,533395
131072,2457755.13,12102383,28629265,11886399,497565
131072,2087011.77,12183838,28640217,11890608,504779
131072,2049728.46,12338265,29247290,12069625,507366
131072,2098167.74,12146231,28668771,11900571,499737
131072,2036194.39,12001868,28248053,11780815,508521
131072,2065780.18,12003500,28260877,11782206,499631
262144,1933132.69,12621787,29546298,12180342,466009
262144,1934891.46,12645802,29404589,12138198,463838
262144,1975727.30,12339458,28661893,11901530,464320
262144,1969626.74,12423700,29020085,12019006,461916
262144,2007890.18,12440554,28672703,11912768,466598
262144,1991295.54,12542694,29181438,12059557,464465
524288,1932545.94,12645349,28957838,12007623,490835
524288,1890499.83,12877092,29160133,12051831,489053
524288,1936059.86,13047825,29393537,12145574,493421
524288,2021538.73,12492225,28601204,11894677,487475
524288,2476348.96,13171983,29238202,12092716,491380
524288,1922739.11,12793837,29347268,12133802,492800
1048576,1886271.84,13908088,30235365,12385260,502094
1048576,1860406.88,13444133,30232384,12383458,503198
1048576,1816309.76,14196380,30882387,12568893,509003
1048576,1706491.76,14320389,30736285,12537417,504823
1048576,1798856.77,13556151,30599958,12499303,505392
1048576,1840437.67,13589948,30610180,12503418,504709
2097152,1555334.06,16835795,35252656,13888108,525763
2097152,1580763.95,17056406,35249788,13886095,525698
2097152,1499792.33,17221903,35295544,13904612,531490
2097152,1385395.20,18854127,34891598,13770805,535936
2097152,1468852.10,18656089,35355634,13925786,534648
2097152,1446463.54,18443439,34892511,13775150,534609
4194304,943966.99,30894340,44402094,16628937,597118
4194304,1003482.49,26042100,43839424,16451651,585853
4194304,1021938.81,26872420,43868347,16460990,587805
4194304,1019640.98,26364430,43874647,16463965,587016
4194304,1023755.03,27133856,44510146,16650343,589988
4194304,1034343.71,26705404,44493843,16643887,588727
8388608,782096.22,38609964,62724493,22108208,680885
8388608,796129.91,38408369,63197549,22243236,678405
8388608,798556.61,38712828,62802137,22132273,684640
8388608,780300.05,37612750,62706996,22102643,679638
8388608,783181.00,38079898,63349232,22295072,679563
8388608,742827.37,38957704,63076831,22217240,685399
16777216,595118.82,54675998,100258766,33331898,842362
16777216,592388.54,54947804,99180115,32997382,849165
16777216,599800.92,54207738,98760420,32876024,846861
16777216,589246.45,53943571,99794253,33177149,851962
16777216,602080.61,54900289,99220173,33022561,850666
16777216,604262.06,54541339,99199153,33015670,847618
