BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L3D_CACHE_RD,L3D_CACHE_REFILL
1024,79471.76,481097296,1105781559,287501,5381
1024,79654.28,480287217,1105265690,257322,6082
1024,79788.00,480988703,1105248132,257937,5047
1024,79833.25,479663219,1105233892,234546,5262
1024,79950.22,480393688,1105691774,301429,7993
1024,79802.83,481028235,1105294351,246672,5541
2048,153765.29,242885704,557361856,167437,5119
2048,154831.67,241693941,557364210,134220,4751
2048,115162.57,242859732,557679982,147571,5252
2048,154927.84,242481659,557516234,138916,5412
2048,155211.31,241649371,557373117,200432,5049
2048,154803.70,242713758,557658579,140242,6082
4096,295815.29,128050156,296638967,77223,5302
4096,286231.98,127585341,296629144,80469,5604
4096,284275.82,127863384,296577542,105788,5038
4096,282688.36,127611876,296634403,74835,4688
4096,278470.31,128910682,296553478,149258,4706
4096,280432.52,128086625,296651482,89051,4732
8192,504659.27,65744378,153138427,51984,2686
8192,507949.24,65712850,153076987,43315,4701
8192,496889.73,65980267,153063532,76254,4865
8192,494209.90,65965574,153098321,48264,5199
8192,508453.62,65991147,153058734,41172,4746
8192,511184.51,65805536,153067079,45990,4201
16384,834026.82,34887584,81284930,37564,4607
16384,822836.31,34783097,81271086,32810,4834
16384,859479.60,34891942,81270300,53332,4749
16384,872019.42,34829188,81248541,34660,3224
16384,811645.59,34794049,81246472,42461,5341
16384,935860.61,35014885,81229508,47336,5544
32768,1400712.76,19645379,45347755,151723,5509
32768,1967656.16,19845605,45278165,139759,6506
32768,1448776.75,19573233,45301788,106148,4631
32768,1381487.68,19569741,45334123,65577,5136
32768,1757063.57,19646710,45272343,100768,4854
32768,1339533.92,19637498,45365683,139165,4943
65536,1470960.87,16643397,37509954,154791,6171
65536,1585535.55,16291971,36957575,150427,3874
65536,1457838.49,16764082,37581560,147984,6644
65536,1467150.83,16698103,37285718,205145,6405
65536,1478630.94,16569586,37371258,147144,6095
65536,1648014.23,16644529,37371519,164229,6327
131072,1745885.11,13940017,29481306,1027696,26216
131072,1858390.89,14341789,29639965,1085999,28439
131072,1888023.13,14093357,29438573,1067490,28908
131072,1807408.82,14290003,29601196,1097690,34462
131072,1752548.93,13968298,29385581,1056657,29038
131072,1869255.11,13971243,29389618,1062515,25934
262144,1885580.60,13838084,27452664,1204691,65151
262144,1808635.22,13533369,27485340,1195738,56053
262144,1784986.49,14434040,27542243,1209616,95087
262144,1831507.85,13363379,27444811,1174187,51154
262144,1695721.79,14357513,27517895,1205136,95940
262144,1823362.30,13539296,27473107,1183298,53657
524288,1195888.34,21492863,27027206,1323472,282508
524288,1133744.18,25059766,27050376,1334083,304587
524288,1130757.79,24144795,27053399,1322858,305392
524288,1196004.69,20413782,27042218,1304087,270639
524288,1221897.92,21334479,27010685,1311376,283810
524288,1233064.11,21237137,26993558,1308665,287551
1048576,1018865.97,27116730,28435741,1384245,396399
1048576,976312.68,27727791,28472717,1374234,391272
1048576,973002.46,29871810,28433818,1380207,402108
1048576,1026940.80,38222803,28403775,1359935,404858
1048576,977011.38,28731163,28465048,1382205,393321
1048576,949219.05,27943814,28489087,1380707,397364
2097152,770735.58,38416603,31717458,1419506,481333
2097152,801404.05,33257665,31595829,1434315,482025
2097152,813785.53,37390575,31621421,1432859,482059
2097152,831983.25,34805330,31403648,1403609,471833
2097152,848482.63,35343194,31682449,1426439,479901
2097152,843799.79,35137811,31725814,1429492,481816
4194304,708938.75,44643573,41179274,1490131,541311
4194304,716251.23,44854510,40950324,1499185,538720
4194304,706870.85,44942604,41374705,1497518,542933
4194304,702972.49,44762055,41323748,1491424,541691
4194304,695372.18,44224034,41267326,1480680,534076
4194304,694575.17,44620401,41274956,1495739,542584
8388608,613505.05,51347038,59737527,1618563,635768
8388608,616022.34,51553411,59783587,1648104,636936
8388608,590267.06,54862833,59738518,1637977,635048
8388608,597330.38,54797759,59328393,1634544,631619
8388608,599175.80,52400281,59658028,1648438,633149
8388608,597005.03,52077068,59420093,1617542,641771
16777216,507407.52,65924167,97034838,1925508,800850
16777216,514511.46,65702098,96806658,1908346,800498
16777216,497000.35,65211523,96927856,1951604,801177
16777216,503425.79,66996810,96894442,1901253,827865
16777216,522257.02,67926041,97143457,1924964,801248
16777216,456770.81,75659238,96826455,1901838,809411
