BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L2_ACCESS,L2_MISS
1024,179474.00,207470479,558391770,167678169,3647
1024,229744.85,161037591,429368511,129749739,6990
1024,225416.99,160743890,429408559,129722386,7365
1024,178010.98,208309215,558674769,167726131,83206
1024,183246.55,207401142,558574031,167752329,8166
1024,179606.39,207638857,558572966,167779170,6131
2048,329511.49,108022838,287146149,88071493,52120
2048,338672.24,106101539,284222695,87111668,44778
2048,333834.14,108003792,287154478,88021503,2832
2048,333253.43,105531052,284069257,87056178,3540
2048,362645.24,108243186,287311913,88083067,4182
2048,330849.52,107876993,287191172,88035168,3128
4096,486378.34,67233468,178284152,56107465,68297
4096,579024.26,55152831,145940559,46574279,5627
4096,567725.42,55097044,145987521,46586975,6984
4096,577196.34,55178934,145951658,46557727,57736
4096,569301.35,55377897,145945288,46570953,36035
4096,582891.33,55023596,145912200,46537150,5068
8192,978988.81,29674488,78489839,26616760,51272
8192,948513.91,29860978,78495549,26616685,57162
8192,964953.35,29745682,78499661,26620807,73305
8192,947332.70,29834415,78526767,26644857,56007
8192,944214.84,29871752,78497384,26619860,23227
8192,963727.70,29799355,78537904,26641026,58577
16384,1543439.98,16843279,44357887,16569192,69530
16384,1587489.97,16896055,44365974,16565530,86817
16384,1538266.07,16934581,44384225,16583350,115253
16384,1553167.21,16825512,44341832,16558851,115344
16384,1384745.27,19784294,52441035,18945752,97912
16384,1540816.49,16905056,44366328,16566949,94545
32768,3498121.87,10716049,27282459,11530286,191769
32768,2267271.53,10788479,27289880,11534858,252377
32768,2300682.81,10737444,27321629,11544630,200745
32768,2326852.69,10762670,27322642,11537389,209848
32768,2278687.45,10735460,27295092,11538260,196404
32768,1998616.26,12241407,31331143,12721899,248709
65536,1861124.48,13751412,32787370,13109145,532498
65536,1867295.42,13782457,32810394,13112169,552696
65536,1888447.52,13491643,31975971,12869494,549520
65536,1826483.61,13405639,31949706,12861988,515169
65536,1968703.85,13477138,31978767,12868226,542043
65536,1860240.06,13841818,32820141,13121733,554058
131072,2049535.28,12334674,29255966,12076124,499463
131072,2012747.50,12115697,28657072,11897641,496956
131072,2051331.73,12171751,28671213,11908646,504114
131072,2058998.49,12118132,28661311,11894146,488318
131072,2185204.98,11945869,28218000,11770226,503616
131072,2072722.19,12173359,28668418,11901473,506991
262144,2101992.52,12370532,28666958,11905633,465038
262144,2036228.56,12503327,28783860,11948362,474597
262144,1987606.52,12293246,28625484,11904589,461394
262144,2090786.38,12346746,28646218,11903581,464974
262144,1954037.73,12522200,29015363,12024198,467927
262144,2100979.35,12505151,29024303,12025763,470106
524288,1936476.71,12639443,28961148,12015674,494112
524288,1895186.69,12876431,28966114,12007854,492490
524288,1986914.88,12876081,28976508,12012747,494829
524288,1887395.60,12929440,29210292,12078919,495383
524288,1882969.02,13149416,30091418,12354736,506231
524288,2028730.13,12510389,28622997,11895630,492476
1048576,1859106.34,13816851,31234295,12685063,503343
1048576,2499678.49,15665494,30836745,12551946,513525
1048576,1839302.38,14773476,31099637,12652682,511011
1048576,1793704.73,14306472,31558609,12792238,506337
1048576,1856597.71,13588444,30582506,12496703,513093
1048576,1848479.07,13819599,30369383,12421775,513244
2097152,1472298.91,16736065,34842989,13759631,526234
2097152,1503281.48,17334845,35328390,13911761,530514
2097152,1457004.54,17950969,34879200,13771710,540440
2097152,1614688.78,16541125,34875773,13773123,527714
2097152,1639876.43,16087540,34833906,13756169,526009
2097152,1356108.03,18066754,34851025,13759704,529820
4194304,925987.48,28675472,45256125,16890352,601664
4194304,1025020.45,25452693,44336765,16609577,584924
4194304,1000398.18,28713959,44335955,16606978,594454
4194304,918146.00,29937963,44012345,16505314,596941
4194304,951656.97,29744327,44377425,16624409,599342
4194304,963501.68,30591812,44337996,16613478,603229
8388608,697300.56,35076962,63327833,22281930,675703
8388608,819245.72,38095030,62569663,22062977,679666
8388608,799959.06,39028845,62787063,22123484,682729
8388608,771270.35,37787250,63048234,22215888,680216
8388608,749860.68,40006876,63348202,22291631,682138
8388608,775634.15,39044441,62573666,22063585,676980
16777216,590465.14,55088708,100076730,33269164,838158
16777216,573253.88,60841306,99758617,33169240,858259
16777216,585378.16,53698014,100150322,33297537,820375
16777216,610560.04,52842271,98999668,32941257,830254
16777216,576000.33,54827006,99481445,33095165,843804
16777216,592558.30,55352286,99608023,33141610,841994
