BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,MEM_READ,MEM_WRITE
1024,178215.10,208819244,559078878,97958166,70041462
1024,183509.85,208212606,558513140,97839029,69941190
1024,230125.47,160547568,429538965,75843041,53929220
1024,179385.51,207843183,558547448,97845234,69890102
1024,226098.56,160552879,429726397,75890801,53958811
1024,229109.03,161060663,429339067,75837749,53878677
2048,361349.88,105856855,284168822,50529814,36570072
2048,347064.75,105814609,284408397,50568273,36591846
2048,332941.94,105774131,284173219,50534399,36547531
2048,333195.59,106066814,284059928,50552516,36528378
2048,330436.44,105855517,284081428,50515390,36510680
2048,326669.52,108019635,287253427,51143613,36903882
4096,586747.81,54951289,146008069,26840537,19733128
4096,493647.69,66931240,178216821,32344400,23778006
4096,697521.63,55267245,145955284,26844103,19742265
4096,565101.61,55158142,145963958,26846044,19725032
4096,665562.28,55951132,145968410,26852709,19734779
4096,566983.68,55096640,145977065,26846545,19746590
8192,960816.03,29891096,78537054,15156150,11533612
8192,931621.55,29763449,78488503,15141615,11529768
8192,960818.13,29777823,78546818,15157234,11572080
8192,977764.00,29827372,78542427,15152599,11555143
8192,942368.30,29749731,78492721,15167178,11559479
8192,923932.76,29740296,78491581,15134924,11542219
16384,1507907.30,16964668,44385812,9273020,7445736
16384,1532655.23,16877452,44389314,9261216,7428501
16384,880868.15,18160487,44365642,9261299,7425036
16384,1447302.72,16866783,44374121,9236966,7409150
16384,2071695.80,16887047,44379069,9233652,7402321
16384,1529808.92,16952607,44412090,9246065,7432144
32768,3527138.66,11029464,27319464,6342530,5419386
32768,2254173.44,10792931,27313658,6340321,5424733
32768,2276715.16,10721652,27300340,6328000,5395183
32768,2279477.56,10707291,27306067,6333336,5394240
32768,2263793.94,10782728,27301515,6346106,5441257
32768,2287481.00,10727441,27289976,6335861,5411193
65536,1826934.29,13605910,32270780,7261735,6239982
65536,1959432.21,13517981,31996656,7210213,6222489
65536,1820918.23,13421811,31962393,7190787,6204014
65536,1865403.73,13705196,32262644,7251891,6233536
65536,1935013.62,13469738,31969884,7192640,6208995
65536,2377650.49,13515917,31970487,7193574,6203713
131072,2886883.75,12399418,29233778,6696055,5869543
131072,2021233.53,12012025,28261030,6538541,5750935
131072,2050392.84,12077162,28280639,6540254,5746657
131072,2117156.14,12208037,28653002,6607135,5802661
131072,2036934.69,12381853,29283962,6713258,5877555
131072,2071875.37,12219193,28704900,6617914,5808784
262144,2072249.02,12369761,28651328,6601214,5770797
262144,2029123.24,12521252,29065329,6674585,5823902
262144,2091189.25,12458962,29016371,6663113,5820311
262144,1964705.81,12464365,29028966,6666011,5820592
262144,1956667.49,12481638,29199332,6690680,5837754
262144,2038192.07,12368841,28665631,6604242,5772506
524288,2026608.99,12855781,29341952,6720169,5872196
524288,1935144.74,12624044,28583264,6596994,5785659
524288,2072307.12,12779205,29383612,6731668,5883189
524288,2014307.71,12773096,28960664,6663183,5834744
524288,1944138.23,12512719,28614415,6601306,5792155
524288,2033717.60,13021543,29397253,6735268,5882515
1048576,1809799.61,14137158,30248501,6890245,6005744
1048576,1860054.38,13401431,30252998,6885007,6007246
1048576,1841191.58,13466473,30378326,6906194,6021603
1048576,1823353.42,13983094,30257412,6887699,6006940
1048576,1996665.45,13440690,30229927,6882760,6003827
1048576,1778640.83,14426778,31172419,7062954,6130638
2097152,1450505.85,17911053,34857018,7704734,6605260
2097152,1374954.13,18168631,36457962,7973263,6811486
2097152,1428260.62,17575322,36463016,7974588,6808153
2097152,1570010.79,17627060,35963686,7880814,6741787
2097152,1477823.44,18352457,35178523,7751926,6638583
2097152,1491259.42,17400174,34883073,7700353,6605211
4194304,1041724.07,26171379,43907199,9286997,7775602
4194304,1044333.24,26900448,44764475,9442482,7890352
4194304,986449.14,26652083,44392973,9383176,7839933
4194304,1022728.97,26802961,44376760,9372915,7836766
4194304,1035293.78,26844461,44974252,9475198,7912872
4194304,996640.06,26428271,45386610,9542988,7964504
8388608,768692.37,39363994,63829299,12758861,10358923
8388608,746815.44,38698429,62348407,12503818,10167960
8388608,758920.46,38074114,62284441,12485242,10159107
8388608,793945.45,37709557,62736181,12568181,10225096
8388608,781949.17,38384576,62742080,12562325,10212696
8388608,786520.37,37775174,62186950,12468121,10148183
16777216,603090.83,52265304,99673773,18971044,14998175
16777216,636546.83,54969368,100094062,19048196,15073132
16777216,584784.83,54782331,100694547,19155797,15156794
16777216,618596.91,55391534,100137500,19067561,15064646
16777216,608808.28,54329752,98941845,18853348,14925863
16777216,594285.96,55027477,100171621,19070434,15068507
