BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L1_DCACHE_ACCESS,L1_DCACHE_REFILL
1024,811579.61,37098002,75695513,24556789,212610
1024,810085.94,37084098,75457524,24458276,218864
1024,821444.69,38427538,76286301,24754614,268633
1024,819747.41,36953600,75606433,24531088,212192
1024,794617.85,37855035,75922853,24629645,235257
1024,812496.37,37067963,76153471,24696131,208758
2048,1344651.21,20665464,40291566,13877472,194414
2048,1282313.98,20525563,40510223,13935714,151187
2048,1204929.89,20305586,40262047,13896598,174270
2048,1280730.61,20463909,40413402,13913335,175858
2048,1149540.19,21253033,40034571,13755205,257914
2048,1236124.73,22074434,40533641,13928965,240495
4096,2077825.51,12307230,22782585,8542558,189197
4096,2026743.01,12533139,22873816,8576041,199567
4096,2057081.06,12307163,22788241,8551015,192294
4096,1982984.30,12274197,22662904,8526065,188310
4096,2116036.15,12264643,22801209,8550230,190417
4096,2085878.93,12373598,22802446,8556400,198390
8192,1441515.39,17804607,31981309,12039593,246930
8192,1400933.84,17361123,31744456,11970819,243517
8192,1498865.90,17372684,31920080,12041007,248306
8192,1447704.69,18246919,32575915,12255092,236537
8192,1382242.29,17613918,32439824,12123759,232738
8192,1474970.05,17688908,32422350,12135523,233893
16384,1279707.85,21329980,37663003,14193236,277495
16384,1349010.02,20836083,39131946,14697189,260155
16384,1351136.06,22400437,38833377,14624898,266791
16384,1268095.49,21475156,38343836,14419820,262543
16384,1237743.17,22245279,39100759,14695655,281154
16384,1231943.73,20715186,37217409,14044302,252681
32768,1223562.94,21927944,41072467,15524732,355050
32768,1151396.66,22246385,41772279,15696238,342968
32768,1130272.56,24380849,42370469,15906799,369624
32768,1108713.46,23715113,41931379,15719630,358377
32768,1129682.19,23448733,41684919,15664386,367190
32768,1128184.15,24181166,42390695,15917885,369915
65536,943609.93,21484676,35527097,13214871,483422
65536,910003.60,16614529,27948474,10304465,443468
65536,977773.13,20158233,33902958,12626774,441297
65536,990455.32,20400186,34400438,12843701,447459
65536,1020694.37,18882846,32619801,12209839,443422
65536,995824.17,28014730,47807849,17911232,473774
131072,911932.95,16443342,27001298,9946609,423863
131072,926837.81,16814560,26442468,9787899,461984
131072,912003.39,16698309,26912820,9915300,450116
131072,918417.40,15987121,26509392,9793962,436172
131072,897236.59,17225794,27565848,10159988,436648
131072,1106509.96,17147435,26382947,9796859,453994
262144,881116.80,18260354,27932845,10227089,485219
262144,879447.40,18165634,27390176,10060546,460372
262144,882475.41,17200430,26787955,9881982,444244
262144,878906.62,18309062,27291198,10033152,472186
262144,842257.30,18714422,28033861,10242826,456454
262144,856085.86,18028080,27810684,10200093,447432
524288,806954.29,20856660,28590636,10412430,459575
524288,851646.59,22250568,28587009,10425512,475248
524288,875096.34,20494005,28360977,10354704,452113
524288,814311.68,20207470,28461984,10382924,445645
524288,945018.88,21087736,28567202,10408861,444366
524288,829784.87,19731632,28466963,10370161,476211
1048576,634856.09,32334471,29558711,10752522,459078
1048576,612764.81,34865196,29649984,10762960,460747
1048576,617525.93,34460377,29690511,10769221,475364
1048576,606916.12,35642717,30158093,10910096,457708
1048576,606407.75,34888342,31229134,11272184,474617
1048576,621427.84,34237819,30240380,10943108,473812
2097152,550104.58,40687082,33053521,11778896,460512
2097152,543985.62,37160572,33256885,11836602,482169
2097152,553037.36,40618123,33077338,11782190,472617
2097152,554699.96,40630048,32478285,11603635,448504
2097152,527314.78,39391078,33090506,11820234,483580
2097152,538121.62,40165335,34033153,12072341,477349
4194304,498383.16,42462744,39446814,13728463,484084
4194304,497073.31,46843417,39115437,13590443,490340
4194304,511007.99,44474794,39212570,13634639,470169
4194304,500870.54,46334143,39409935,13709480,489520
4194304,503552.54,43497203,39659851,13835717,495787
4194304,502499.73,46440259,39685850,13777030,485098
8388608,459706.54,48802056,51559742,17388956,493388
8388608,450389.02,51124399,51132793,17224984,521537
8388608,467299.58,47972111,52158608,17553110,485937
8388608,455630.80,52571256,51546411,17368311,523823
8388608,451025.95,49156859,52351680,17607998,508223
8388608,458079.98,49956652,52497089,17654555,476411
16777216,401151.21,55733746,76730982,24979964,493422
16777216,379659.72,61701542,76047977,24735766,553453
16777216,396088.52,57785788,76500020,24884786,500678
16777216,378187.80,60820054,76789221,24981171,539449
16777216,387054.37,57400693,76408847,24871796,524673
16777216,403981.70,59196504,76899833,25072686,530599
