BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L2_ACCESS,L2_MISS
1024,470928.10,63706838,155344290,48409063,247114
1024,473530.08,63111515,154187873,48034024,248543
1024,474425.11,63243882,154271534,48053253,245344
1024,480080.68,63356327,154798628,48242057,253826
1024,459710.15,64230320,155563606,48488758,258082
1024,481844.79,62723943,153707052,47880650,245182
2048,715188.07,36600619,86909272,27962611,229029
2048,705963.07,36543167,86715561,27911155,226057
2048,259641.16,36977758,86970823,28003550,234459
2048,258193.90,36734314,86022811,27705825,233524
2048,717660.52,36662085,86940323,27992369,236596
2048,739969.94,36440718,86306178,27788880,232275
4096,285066.21,23339344,53140744,17892835,202536
4096,945280.79,22536876,51455318,17354981,198195
4096,928958.65,23166710,51987660,17544326,205644
4096,285756.31,22612011,51609538,17391669,214424
4096,283546.73,22834407,52182805,17601548,198002
4096,961416.10,22465990,51517283,17375821,207910
8192,1311137.30,16716016,36416930,12905108,190773
8192,1262155.69,16823691,36785286,13021188,203187
8192,1487765.39,17148703,36785308,13020300,211892
8192,1431738.26,16414777,35888254,12736581,200404
8192,1262562.86,16602106,36321875,12869496,188261
8192,1201652.54,16691721,36453823,12905358,196722
16384,1748563.91,12172041,26214342,9798930,168896
16384,1702762.49,12231052,26011568,9744179,167187
16384,1595321.79,12124769,25803113,9677488,171493
16384,321919.69,12341233,26364693,9860119,170906
16384,1596334.97,12221693,26245102,9810566,180292
16384,1728065.39,12271085,26263514,9828740,171166
32768,1946790.29,9998170,20673782,8123276,170796
32768,1891954.13,9740132,20246083,7975071,164584
32768,2915416.05,10207029,20467386,8036498,161864
32768,2042860.61,9832765,20609653,8093760,169573
32768,1912178.75,9369805,19829434,7824876,164276
32768,1955231.54,9738765,20272022,7990470,161541
65536,2090715.07,9480559,19807400,7836622,193280
65536,2013555.88,9452923,19578734,7766752,187974
65536,1972080.43,9482099,19791731,7835014,195158
65536,1992411.43,9458439,19434714,7716282,188440
65536,1918556.03,9766354,19803110,7828916,194138
65536,1961695.17,9469486,19728184,7822240,194022
131072,2203812.83,7613613,15462709,6468441,159295
131072,2334968.79,7787808,15771703,6569701,162913
131072,2271897.78,7877350,15894018,6610182,167563
131072,3254486.03,8536293,15334988,6437115,165413
131072,2256018.46,7831445,15601323,6516880,164317
131072,2891585.20,7864044,15454280,6464643,161460
262144,2421810.78,8104323,14180513,6077548,166301
262144,2559295.81,7662678,13983262,6019426,166148
262144,2488477.34,7411136,13859873,5968705,158537
262144,2675496.18,7491231,13697996,5917794,160089
262144,2450561.44,7790329,14110315,6048660,165540
262144,2521211.20,7698016,13923503,6000634,164434
524288,2403559.73,8703562,12797102,5634822,161172
524288,2436597.78,8576666,13132424,5747297,161819
524288,2336862.20,8866247,12606721,5566839,156169
524288,2417099.90,8324316,13016708,5705340,163395
524288,2262225.45,8825124,13432090,5833605,163290
524288,2355426.84,8551903,13099998,5722026,163405
1048576,1255943.83,20492000,11466044,5196604,184714
1048576,1198403.76,20631890,11798947,5308881,192936
1048576,1602955.31,18913502,12595929,5553975,178608
1048576,1678224.79,15037738,11857678,5320892,168421
1048576,1154112.85,21526650,11786363,5297426,191988
1048576,1166491.50,20536151,11747955,5285485,188644
2097152,987801.52,26334822,15495497,6424637,210167
2097152,1001704.34,27820529,15200117,6321595,207823
2097152,913881.98,29796338,16013003,6589890,215437
2097152,886002.61,31523193,17861845,7186050,227188
2097152,932208.22,27495261,16346993,6703506,215736
2097152,916794.01,28657529,16257040,6667865,216971
4194304,875177.06,30920359,22018788,8372365,242243
4194304,844927.89,33414849,22039717,8384931,248540
4194304,812193.21,33724338,22626693,8581731,255661
4194304,817133.63,32501796,22405655,8497703,250546
4194304,845704.91,32026448,23043775,8708598,253844
4194304,824865.53,35617354,21748847,8297565,248852
8388608,691260.73,33748498,36349146,12715888,331861
8388608,717965.13,39519057,35956754,12584487,329327
8388608,744629.62,40005482,34438342,12106360,319776
8388608,727680.83,40715172,35726449,12468441,332469
8388608,675424.34,41043876,35245693,12351228,328785
8388608,705690.53,39935457,35255951,12355707,328666
16777216,599387.37,48152055,60651566,19926578,462502
16777216,592158.67,52059799,62674003,20567259,486871
16777216,556351.36,63102796,60396793,19870208,474437
16777216,619434.97,50651055,60493426,19903681,465510
16777216,576107.66,53242494,61356746,20173874,473094
16777216,620763.60,60590665,61502864,20231954,480792
