BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L1_DCACHE_ACCESS,L1_DCACHE_REFILL
1024,79804.12,480951024,1105232953,347870012,276990
1024,79637.15,481869743,1105269745,347855069,678447
1024,79441.03,480879690,1105273887,347903389,173294
1024,79850.51,481427795,1105203209,348080410,125242
1024,79611.40,481650288,1105317327,348133314,289960
1024,80607.97,481006948,1105283354,347997923,665059
2048,153935.00,241863649,557356172,177104231,369542
2048,155945.38,241919943,557381300,177100660,249131
2048,154633.89,243060444,557461861,177136393,725255
2048,161089.75,243880993,557446859,177223469,185702
2048,154012.48,242066432,557401974,177038988,337048
2048,156908.62,241854579,557393925,177117151,155493
4096,281966.53,127637373,296631247,95600208,197668
4096,282854.73,127997169,296610778,95651071,245570
4096,291165.39,127762748,296628149,95607315,512447
4096,283184.23,127865119,296598484,95585525,418918
4096,284898.39,127684237,296650473,95649072,408814
4096,278855.94,127928749,296640477,95650606,432504
8192,501781.95,65813110,153094096,51007251,237625
8192,511827.06,65870935,153104961,51020403,157805
8192,501199.77,65691863,153102309,50981254,190566
8192,506274.61,65586174,153058599,50983004,143097
8192,505463.62,65837628,153117061,51008779,389073
8192,503566.55,66119478,153071934,50974552,183933
16384,830936.61,35010828,81327892,28693304,199691
16384,840451.25,34802347,81252091,28644076,178963
16384,875026.44,34945233,81241998,28653280,199624
16384,848447.19,34981342,81294906,28654368,252857
16384,858046.42,34969010,81297243,28665274,156627
16384,835336.15,34863474,81321155,28664118,159969
32768,1449579.92,19620329,45374395,17490085,234867
32768,1329512.87,19619960,45328477,17483779,228829
32768,1385434.59,19527039,45337942,17463123,231009
32768,1258383.85,19478732,45340553,17488232,245458
32768,1296687.85,19508903,45331865,17480953,235870
32768,1308369.42,19626920,45362488,17488911,225321
65536,1542337.43,16712538,37581188,15090285,279830
65536,1537641.13,16637453,37603570,15072395,272375
65536,1471357.76,16650219,37375976,15006119,288855
65536,1542210.87,16678874,37581374,15086176,271006
65536,1524701.92,16585736,37394869,15005170,266294
65536,1530014.61,16742906,37608490,15086175,274041
131072,1804432.45,14241185,29661978,12613038,311287
131072,1809340.41,14433392,29653747,12598941,303538
131072,2330164.32,15094005,29542763,12568224,311317
131072,2464187.72,14561963,29372725,12525479,310295
131072,1841148.61,14477007,29726879,12634044,312737
131072,1794488.56,14333807,29439785,12541650,308106
262144,2149975.46,15179751,27465993,11902497,322051
262144,1770033.15,14209937,27493374,11908483,314215
262144,2672845.00,14489173,27434706,11885449,313309
262144,1842778.28,13757107,27518404,11916065,314807
262144,1859974.93,13735033,27450124,11889820,313043
262144,1770765.95,13767035,27443707,11885254,311755
524288,1189159.78,20611342,26982630,11728110,361782
524288,1210819.04,21686842,27069668,11761833,365678
524288,1382586.76,18705406,26956237,11721051,342691
524288,1217626.08,21934421,27030239,11749630,365459
524288,1202681.48,21872543,27012601,11742638,365333
524288,1222383.65,22057293,27080228,11764308,364377
1048576,989577.93,28598328,28495746,12171546,399900
1048576,970513.30,29136611,28480011,12168847,406430
1048576,1002005.70,28475356,28481713,12170604,399795
1048576,982254.40,28599047,28345256,12133664,400679
1048576,873672.44,34120175,28488631,12169541,405289
1048576,996281.66,27427680,28443140,12158024,397205
2097152,794282.47,37729792,31717681,13111731,443241
2097152,798257.67,46075164,31716306,13109311,453644
2097152,782415.18,39130969,31719968,13108831,445054
2097152,830624.39,35802645,31655735,13090960,440645
2097152,824506.15,36705552,31700410,13103103,440555
2097152,835352.73,36178943,31718872,13105714,439665
4194304,688689.28,45906173,41138053,15938301,510040
4194304,697119.13,45347713,41324849,15994369,509875
4194304,685102.85,45830795,41309986,15981118,507556
4194304,689811.36,42213788,41257690,15970798,503932
4194304,718553.10,46285714,41137528,15927337,504579
4194304,714073.61,45072646,41334445,15985268,507817
8388608,639637.10,53647762,59774163,21488646,631653
8388608,617914.96,52831490,59414640,21386387,631675
8388608,602481.66,52390865,59528916,21412330,631309
8388608,618918.18,51488464,59407648,21384137,635702
8388608,602252.76,52971703,59535504,21426390,630268
8388608,602398.39,52872241,59609242,21456338,638508
16777216,517566.23,65247088,96906704,32576513,899174
16777216,487791.80,67760842,96972155,32605289,892953
16777216,497266.20,67895732,97142415,32643510,903443
16777216,509839.76,65311660,97230048,32673546,898672
16777216,514471.19,66264554,97197783,32662197,890827
16777216,503792.55,67242669,97066764,32636329,904128
