BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,MEM_READ,MEM_WRITE
1024,483462.47,68360195,170811922,32057623,22397279
1024,501359.00,68066870,170780571,32021909,22294309
1024,494229.17,68156100,170777554,32025538,22305401
1024,486462.27,68103564,170778463,32016725,22289676
1024,485664.60,68297307,170820935,32013187,22280963
1024,497565.54,68178738,170777673,32026262,22292691
2048,821248.66,35902299,90159718,17662542,12726765
2048,860945.72,35670177,90176692,17593688,12724016
2048,824442.94,35831569,90207632,17673703,12760676
2048,817460.02,35588932,90188334,17600376,12730560
2048,842734.61,35748306,90162340,17587657,12751148
2048,834136.20,35699429,90189147,17606905,12737580
4096,1362727.88,19434919,49635986,10347863,7951355
4096,1261747.43,19366202,49617924,10340751,7931976
4096,1348565.97,19399648,49640358,10344341,7933860
4096,1351282.71,19345820,49618661,10344014,7931416
4096,1382451.39,19550635,49616440,10351112,7918298
4096,1347815.97,19372693,49623503,10333492,7918042
8192,1385623.15,18026635,46205374,9719472,7599350
8192,1362866.08,17922183,46181607,9700721,7611219
8192,1544091.73,17616061,46191561,9641835,7546937
8192,1405200.53,17823235,46196114,9683368,7567493
8192,1456502.00,17893624,46206596,9681296,7575714
8192,1387565.77,18126214,46194101,9736248,7656005
16384,1475208.88,17088116,44462236,9393368,7466255
16384,1534559.81,16886859,44482594,9368289,7432629
16384,1465396.25,17232681,44485025,9422647,7528309
16384,1537407.86,16959951,44455153,9381237,7434816
16384,1523065.87,17080336,44447368,9388176,7458000
16384,1605586.31,17215935,44456110,9407442,7492851
32768,1525776.35,17133242,43624301,9295740,7648912
32768,1649007.52,17265567,43595531,9291728,7672611
32768,1606192.47,17193187,43584150,9293120,7651442
32768,1508623.43,17258712,43639066,9305995,7658649
32768,1570036.72,17265954,43614655,9303532,7690407
32768,1558410.69,17208563,43620402,9283585,7647021
65536,1512941.92,17707485,43657492,9278031,7762480
65536,1442886.04,17685512,43637634,9273183,7756031
65536,1455952.45,17776998,43648246,9287142,7758988
65536,1384581.46,17678058,43626558,9271456,7757062
65536,1434282.72,17715361,43676794,9289569,7769087
65536,1450759.80,17725695,43670577,9280810,7759747
131072,1490075.38,17928132,43849663,9323419,7791732
131072,1371892.90,17831476,43777408,9301125,7767280
131072,1384962.64,17789034,43762996,9291701,7771319
131072,1383855.65,17801739,43773926,9295385,7769083
131072,1469591.63,17833457,43767962,9301390,7778653
131072,1373758.79,17775429,43753627,9300169,7778765
262144,1431815.17,18238487,44737446,9467693,7898968
262144,1341813.24,18436430,44755454,9482924,7906480
262144,1383087.53,18320802,44727463,9473489,7897238
262144,1479893.45,18436216,44717820,9480351,7917937
262144,1450830.63,18436894,44722556,9470141,7899556
262144,1462805.01,18317535,44735690,9484299,7898395
524288,1394040.05,19259899,45858945,9675010,8047687
524288,1351497.70,19283468,45886421,9685765,8047740
524288,1248766.72,19503450,45890982,9689939,8054705
524288,1412724.48,19129566,45857555,9687822,8039433
524288,1359724.80,19155050,45881940,9678106,8049483
524288,1381650.87,19381778,45863691,9672672,8047044
1048576,1218120.14,21639508,48199915,10080855,8345439
1048576,1301330.31,20223527,48160525,10080819,8344832
1048576,1308559.39,21466904,48116953,10074850,8334029
1048576,1269180.79,20275644,48161365,10091253,8341935
1048576,1290328.28,20167236,48183175,10081882,8342852
1048576,1245321.41,20163229,48152895,10072446,8331003
2097152,981601.64,29268833,53079010,10982944,8974026
2097152,1020644.75,27658033,52760461,10922040,8938657
2097152,1197510.74,29225828,52757928,10901307,8929178
2097152,1081965.00,25275516,52752002,10897868,8928534
2097152,1085791.70,25844344,52761375,10902017,8923038
2097152,1125167.70,25980227,52770245,10901285,8929491
4194304,720654.30,43805810,62035453,12551831,10113162
4194304,776542.74,38573965,61998760,12552374,10125185
4194304,784306.21,39228274,62028018,12555431,10120593
4194304,771527.55,38210784,61966479,12539280,10118452
4194304,760414.62,38629880,62004849,12539963,10111182
4194304,723565.58,42850045,61994726,12549404,10108972
8388608,663614.92,47804878,80391510,15777027,12473997
8388608,622922.59,51414631,80385637,15768747,12461149
8388608,661248.11,47372574,80332233,15795036,12502812
8388608,668539.59,46719137,80306327,15767604,12461713
8388608,659709.22,48052889,80494847,15803387,12478270
8388608,667557.42,47602265,80478402,15814205,12487077
16777216,546089.71,60870983,117304216,22252976,17172182
16777216,431100.05,56678370,117462136,22288009,17225762
16777216,533503.82,61643682,117269216,22261219,17204200
16777216,505971.56,59790908,116930046,22215782,17137843
16777216,524389.77,61156352,116964741,22213025,17155033
16777216,524427.69,61881697,117395484,22276769,17210940
