BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L3D_CACHE_RD,L3D_CACHE_REFILL
1024,322734.77,108382573,251527985,679596,1592
1024,318959.78,108833162,251813203,682334,1684
1024,320693.11,108232998,250889735,682977,1426
1024,312919.65,108923009,252125245,695041,1805
1024,337624.52,108649174,251143555,699921,3496
1024,321906.24,108569820,251150800,688050,1793
2048,532072.29,61282195,143998856,511357,5320
2048,532025.92,62225918,147981805,554237,11303
2048,561318.41,60146260,140413448,468800,1369
2048,536512.67,61703712,145885883,513104,3855
2048,539021.70,60427974,140433103,470981,1248
2048,544352.87,60838606,141701365,494020,2398
4096,782365.77,38174955,78288677,728050,125870
4096,809686.11,36892094,77457296,507777,29632
4096,808599.10,37215585,78804393,525793,43100
4096,964319.78,39193458,78723118,565622,62413
4096,799799.62,36635916,77178895,486904,24765
4096,831830.62,37230901,78543317,522039,40546
8192,1228015.29,19981313,44732988,477405,15053
8192,1217973.48,20058662,45379075,489683,19102
8192,1248625.18,19513766,44523913,478989,9469
8192,1358844.78,19646030,44629875,456318,13303
8192,1386804.58,19978763,45169657,499078,17287
8192,1367113.29,19488174,44416768,461863,6266
16384,2172614.05,11647337,25117372,401574,10099
16384,2044796.28,11619219,25097188,397545,9139
16384,2173895.20,11560173,25115980,399161,6347
16384,2135594.63,11448369,25049043,394363,5868
16384,2217622.87,11349555,24950522,383490,4063
16384,2099023.29,11446352,25072860,392881,7606
32768,2886698.53,7739246,15851238,464416,7605
32768,2971483.14,7588777,15670761,473969,5051
32768,2923952.61,7569270,15660179,484923,5000
32768,2934874.17,7730992,15666492,486897,8048
32768,2922648.57,7626815,15736179,473723,5679
32768,3871516.83,8167917,15428717,476268,8972
65536,2709889.40,9132822,17593487,528319,26504
65536,2567234.48,9113664,17448287,545771,27013
65536,2595035.00,9039350,17465333,545872,28158
65536,2529464.24,9348381,17594848,562407,29494
65536,2570367.08,9016856,17498735,534970,25190
65536,2543594.27,9320341,17615917,551011,31874
131072,2689550.54,8365483,15892912,551324,16095
131072,2681618.56,8407220,15893960,550957,15580
131072,2660667.13,8521108,15961667,560159,17369
131072,2756958.84,8350431,15893366,545248,13950
131072,2618451.96,8585170,16009021,543905,17210
131072,2751796.37,8409951,15615332,576602,19540
262144,2591394.76,8709029,16260316,588802,16725
262144,2654002.76,8464700,16224116,548401,13684
262144,2632523.15,8517000,16263415,561385,12683
262144,2596756.62,8615505,16274176,570118,18041
262144,2597114.87,8764135,16510284,565445,15914
262144,2667413.38,8651298,16273960,581447,15473
524288,2536113.29,9203388,16447740,655026,23605
524288,2501890.02,9206314,16408639,655876,27562
524288,2527231.67,9110898,16343962,661181,24649
524288,2600695.66,9107331,16351691,661156,27651
524288,2606648.89,9109188,16419198,656101,25426
524288,2570747.76,8987064,16317025,643606,23210
1048576,2286908.13,10707865,17453247,712830,48198
1048576,2333595.59,10134183,17257378,693718,41370
1048576,2328350.93,10184901,17181050,695031,44123
1048576,2962795.69,11167286,16885308,676182,43234
1048576,2404604.96,10690238,17431420,693503,35258
1048576,2360070.01,10582630,17126350,702792,46932
2097152,1709827.67,15918743,19906098,748970,90574
2097152,1692139.32,15039461,19790012,734358,89637
2097152,1645773.77,14713328,19860924,742348,93444
2097152,1667062.40,15645802,20044333,757509,91320
2097152,1649120.67,15950401,19863655,744090,94826
2097152,1677152.83,15343198,19880284,746616,82547
4194304,1175188.63,22006596,25961939,802045,143904
4194304,1104673.35,23431072,26077540,806065,143970
4194304,1138354.64,22753105,25915582,803744,144910
4194304,1118790.41,23414229,25930112,801061,142944
4194304,1110788.28,23756633,25991418,800780,144924
4194304,994403.10,28259332,26672634,804543,172195
8388608,834562.77,34910171,38806038,896963,211695
8388608,806885.22,37881475,38483825,900446,202277
8388608,792993.77,37560346,38433054,902072,201701
8388608,807923.47,36895086,38469120,901545,194862
8388608,813580.19,34805330,38567161,911389,208019
8388608,808805.35,37365823,38535458,906964,204873
16777216,620434.03,52385647,63575849,1087873,315777
16777216,589446.37,52930727,63597195,1069572,305834
16777216,598921.59,53305670,63522406,1062582,306903
16777216,594179.29,53016057,63325203,1053797,298579
16777216,603130.24,53448041,63449940,1065985,299726
16777216,616941.39,51985889,63335580,999053,301250
