BUFFERSIZE,bandwidth(KBytes/sec),CLOCK_CYCLES,INSTR_EXECUTED,L1_ICACHE_ACCESS,L1_ICACHE_REFILL
1024,740254.60,37678119,75822114,25338328,8057
1024,789497.06,38809287,76186965,25259741,9558
1024,788566.11,36986800,75539580,25316318,8242
1024,1002609.43,37797089,75507690,25186335,6967
1024,788280.18,37089451,75632808,25283810,8302
1024,772296.40,37081621,75557160,25318732,9058
2048,1248174.25,21321475,40588597,13385005,8010
2048,1199884.52,20360422,40299929,13305034,5576
2048,1268442.11,20398082,40266635,13311566,3830
2048,1299780.32,20727090,40277869,13290628,6150
2048,1308343.24,20722526,40322782,13257439,6724
2048,1376566.01,20755253,41395216,13605661,5934
4096,2861790.04,12475690,22833285,7261314,3156
4096,1979624.22,12274459,22847075,7236114,5265
4096,2044260.47,12433454,22930392,7282663,6595
4096,2127795.82,12226460,22795519,7212953,3901
4096,2201271.85,12334553,23001395,7385462,6189
4096,2678715.59,12742102,22702761,7304051,3575
8192,1424857.43,17145094,31861985,9924329,10355
8192,1506783.67,17761398,33115054,10169816,15941
8192,1422829.54,17581094,32237464,9965083,16005
8192,1374824.75,17846871,31894577,9844508,12856
8192,1465938.91,17822482,32361594,9957866,16701
8192,1383878.07,17598505,32652573,10128753,12032
16384,1272074.96,21741902,38283014,11682969,9199
16384,1138411.87,21669034,38869902,11921600,11477
16384,1154876.86,21101076,37970620,11602237,10373
16384,1188512.74,21976232,39017437,12023565,12885
16384,1152325.74,21349114,38375122,11696695,9486
16384,1270679.09,23961279,43313421,13246550,15437
32768,1053606.33,24450143,40033055,12253398,11733
32768,1065739.35,23361158,41198978,12580119,10872
32768,1100385.40,24322293,42910390,13076713,7912
32768,1102895.59,23750028,40860266,12426230,13330
32768,1137618.51,23521922,42127917,12855582,11907
32768,1139681.78,23548928,42352698,12886445,11725
65536,999216.75,21618380,36261243,11133026,45860
65536,972520.19,20906275,35678810,10921338,56559
65536,994659.25,24538431,43219297,13223033,5751
65536,1049803.25,22315920,40540516,12299481,29390
65536,1066006.45,25250307,42930210,12993329,5692
65536,1032648.90,23880855,40442567,12288733,28899
131072,926202.86,16409291,26693120,8317711,106195
131072,982686.87,21093363,27542432,8577279,99763
131072,879052.86,17892470,26790177,8364561,103056
131072,902774.13,19007363,27139092,8438711,102882
131072,893228.72,18054183,27226723,8489354,97172
131072,888104.47,16807579,26763446,8333752,102193
262144,866228.24,17828430,27554747,8588009,107121
262144,826608.26,18636571,27363083,8535678,111601
262144,859189.80,19022786,27774950,8680347,109595
262144,883004.28,17482250,27764604,8630383,105239
262144,849130.28,18400995,27710482,8628983,107138
262144,887271.69,17679159,26718734,8358527,116045
524288,797812.25,21481265,28099923,8789837,111340
524288,813673.21,20100724,28215398,8797791,111570
524288,818903.72,20089657,28474403,8897527,114604
524288,783967.47,23271781,28789218,8961540,107286
524288,855582.91,18596815,27874144,8701289,111726
524288,774714.51,22080836,28690442,8946072,116960
1048576,578422.51,38744509,30190793,9456945,127094
1048576,620431.75,37510304,29788559,9332217,124779
1048576,619300.82,34322782,29783317,9319366,126203
1048576,607647.32,36154239,30267440,9463142,129185
1048576,602628.48,35888488,30144503,9428794,127829
1048576,681314.54,40108403,30181427,9440034,124673
2097152,567738.94,37667467,33038752,10337230,145450
2097152,544488.84,40295461,33288468,10431207,145657
2097152,599966.03,37773505,33108492,10377109,147042
2097152,582661.48,43198420,33438469,10466254,144949
2097152,556916.58,41377091,33863758,10624303,148702
2097152,527454.73,41732693,33407614,10488368,149031
4194304,519797.42,41455775,39155917,12346149,186662
4194304,511517.93,42218216,39675672,12504640,186025
4194304,505330.04,44562402,38786270,12208764,184331
4194304,499092.84,46317230,39597101,12464618,180962
4194304,525010.81,43711221,39172367,12306692,184359
4194304,513315.54,44204527,39026620,12276762,181573
8388608,506030.60,49671943,52289560,16583287,263918
8388608,449897.10,50636869,51933167,16432066,257342
8388608,458298.27,51079931,51696249,16366506,262417
8388608,456556.72,48472665,51836175,16439089,258913
8388608,456079.44,49599342,52239540,16536892,261380
8388608,446009.99,50138128,51812790,16445855,264431
16777216,395235.63,56367433,76876670,24494763,406959
16777216,419548.51,55556089,77086352,24558388,409092
16777216,394997.94,58117983,76973736,24551067,416931
16777216,390565.61,58707061,76739959,24466932,417765
16777216,393079.45,58816868,76676704,24447221,406754
16777216,391047.90,57518666,76664791,24435862,410990
